Date and Time:                Mon Jan 30 17:38:47.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	16568
283.50656	15761
283.52771	15739
283.54883	15767
283.56998	15828
283.59109	16006
283.61224	15933
283.63336	15844
283.65451	15792
283.67563	15801
283.69678	15764
283.7179	15516
283.73904	15473
283.76016	15547
283.78131	15629
283.80243	15630
283.82358	15656
283.8447	15723
283.86584	15778
283.88696	15752
283.90811	15672
283.92923	15735
283.95035	15703
283.9715	15701
283.99261	15695
284.01376	15601
284.03488	15594
284.056	15727
284.07715	15698
284.09827	15693
284.11942	15806
284.14053	15892
284.16165	15821
284.1828	15873
284.20392	15789
284.22504	15787
284.24619	15883
284.2673	15925
284.28842	15959
284.30957	15969
284.33069	15959
284.35181	15804
284.37296	15802
284.39407	15773
284.41519	15857
284.43634	15989
284.45746	16123
284.47858	16061
284.49969	15946
284.52084	15935
284.54196	15958
284.56308	15966
284.5842	16008
284.60535	16118
284.62646	16135
284.64758	16124
284.6687	16035
284.68985	16049
284.71097	16102
284.73209	16202
284.7532	16127
284.77432	16205
284.79547	16294
284.81659	16236
284.83771	16193
284.85883	16161
284.87994	16130
284.90106	16064
284.92221	15888
284.94333	15752
284.96445	15700
284.98557	15783
285.00668	15731
285.0278	15705
285.04892	15666
285.07004	15730
285.09116	15645
285.1123	15686
285.13342	15737
285.15454	15704
285.17566	15734
285.19678	15796
285.2179	15942
285.23901	16006
285.26013	16064
285.28125	16062
285.30237	16138
285.32349	16025
285.3446	15931
285.36572	15947
285.38684	16010
285.40796	16002
285.42908	15948
285.4502	15898
285.47131	15904
285.49243	15908
285.51355	15799
285.53467	15825
285.55579	16022
285.5769	16087
285.59802	16061
285.61914	15981
285.64026	16074
285.66138	16167
285.6825	16199
285.70358	16340
285.7247	16436
285.74582	16540
285.76694	16523
285.78806	16432
285.80917	16488
285.83029	16397
285.85141	16395
285.87253	16439
285.89362	16546
285.91473	16554
285.93585	16391
