Date and Time:                Mon Jan 30 17:45:16.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	308
283.50656	305
283.52771	307
283.54883	294
283.56998	303
283.59109	294
283.61224	299
283.63336	301
283.65451	299
283.67563	302
283.69678	300
283.7179	296
283.73904	302
283.76016	301
283.78131	298
283.80243	297
283.82358	306
283.8447	299
283.86584	302
283.88696	297
283.90811	298
283.92923	298
283.95035	305
283.9715	300
283.99261	301
284.01376	292
284.03488	296
284.056	298
284.07715	303
284.09827	296
284.11942	298
284.14053	297
284.16165	297
284.1828	304
284.20392	302
284.22504	298
284.24619	300
284.2673	306
284.28842	309
284.30957	298
284.33069	304
284.35181	306
284.37296	300
284.39407	299
284.41519	305
284.43634	298
284.45746	299
284.47858	300
284.49969	299
284.52084	300
284.54196	303
284.56308	301
284.5842	304
284.60535	298
284.62646	302
284.64758	302
284.6687	305
284.68985	301
284.71097	296
284.73209	303
284.7532	302
284.77432	302
284.79547	300
284.81659	297
284.83771	299
284.85883	299
284.87994	301
284.90106	299
284.92221	304
284.94333	305
284.96445	298
284.98557	299
285.00668	300
285.0278	302
285.04892	297
285.07004	306
285.09116	300
285.1123	299
285.13342	299
285.15454	299
285.17566	296
285.19678	295
285.2179	299
285.23901	302
285.26013	299
285.28125	303
285.30237	303
285.32349	298
285.3446	300
285.36572	299
285.38684	300
285.40796	297
285.42908	298
285.4502	298
285.47131	296
285.49243	294
285.51355	298
285.53467	302
285.55579	297
285.5769	299
285.59802	300
285.61914	300
285.64026	299
285.66138	298
285.6825	302
285.70358	296
285.7247	308
285.74582	304
285.76694	301
285.78806	302
285.80917	303
285.83029	297
285.85141	300
285.87253	301
285.89362	304
285.91473	296
285.93585	307
285.95697	301
285.97809	300
285.99921	298
286.02029	298
286.04141	303
286.06253	300
286.08365	299
286.10477	297
286.12585	302
286.14697	303
286.16809	303
286.18921	302
286.2103	299
286.23141	303
286.25253	297
286.27365	302
