Date and Time:                Mon Jan 30 17:44:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	16450
283.50656	15819
283.52771	15751
283.54883	15707
283.56998	15815
283.59109	16009
283.61224	15936
283.63336	15820
283.65451	15760
283.67563	15759
283.69678	15653
283.7179	15524
283.73904	15438
283.76016	15550
283.78131	15573
283.80243	15600
283.82358	15594
283.8447	15677
283.86584	15718
283.88696	15720
283.90811	15683
283.92923	15697
283.95035	15686
283.9715	15628
283.99261	15651
284.01376	15592
284.03488	15588
284.056	15645
284.07715	15613
284.09827	15732
284.11942	15713
284.14053	15782
284.16165	15866
284.1828	15781
284.20392	15762
284.22504	15793
284.24619	15799
284.2673	15930
284.28842	15919
284.30957	15910
284.33069	15836
284.35181	15842
284.37296	15795
284.39407	15744
284.41519	15882
284.43634	15979
284.45746	16000
284.47858	16070
284.49969	15960
284.52084	15932
284.54196	15930
284.56308	15912
284.5842	15966
284.60535	16091
284.62646	16110
284.64758	16086
284.6687	15995
284.68985	16057
284.71097	16054
284.73209	16176
284.7532	16127
284.77432	16185
284.79547	16166
284.81659	16176
284.83771	16168
284.85883	16154
284.87994	16091
284.90106	16089
284.92221	15897
284.94333	15724
284.96445	15668
284.98557	15728
285.00668	15649
285.0278	15643
285.04892	15647
285.07004	15654
285.09116	15645
285.1123	15587
285.13342	15700
285.15454	15698
285.17566	15713
285.19678	15755
285.2179	15936
285.23901	16014
285.26013	16002
285.28125	16081
285.30237	16082
285.32349	16018
285.3446	15904
285.36572	15903
285.38684	15906
285.40796	15994
285.42908	15935
285.4502	15883
285.47131	15815
285.49243	15816
285.51355	15795
285.53467	15766
285.55579	15978
285.5769	16027
285.59802	16034
285.61914	15993
285.64026	15953
285.66138	16112
285.6825	16242
285.70358	16299
285.7247	16425
285.74582	16519
285.76694	16478
285.78806	16468
285.80917	16466
285.83029	16437
285.85141	16346
285.87253	16372
285.89362	16507
285.91473	16513
285.93585	16416
