Date and Time:                Mon Jan 30 17:38:41.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	16475
283.50656	15783
283.52771	15758
283.54883	15711
283.56998	15761
283.59109	15882
283.61224	15968
283.63336	15897
283.65451	15769
283.67563	15786
283.69678	15725
283.7179	15560
283.73904	15460
283.76016	15497
283.78131	15602
283.80243	15568
283.82358	15637
283.8447	15618
283.86584	15726
283.88696	15729
283.90811	15649
283.92923	15675
283.95035	15726
283.9715	15678
283.99261	15644
284.01376	15632
284.03488	15660
284.056	15623
284.07715	15659
284.09827	15646
284.11942	15728
284.14053	15780
284.16165	15878
284.1828	15770
284.20392	15814
284.22504	15782
284.24619	15809
284.2673	15889
284.28842	15892
284.30957	15980
284.33069	15896
284.35181	15842
284.37296	15733
284.39407	15755
284.41519	15853
284.43634	15952
284.45746	16078
284.47858	16037
284.49969	16036
284.52084	15896
284.54196	15936
284.56308	15943
284.5842	16005
284.60535	16121
284.62646	16130
284.64758	16113
284.6687	16022
284.68985	16002
284.71097	16170
284.73209	16128
284.7532	16157
284.77432	16201
284.79547	16158
284.81659	16210
284.83771	16180
284.85883	16135
284.87994	16122
284.90106	16084
284.92221	15835
284.94333	15748
284.96445	15669
284.98557	15753
285.00668	15673
285.0278	15720
285.04892	15710
285.07004	15716
285.09116	15686
285.1123	15604
285.13342	15693
285.15454	15693
285.17566	15705
285.19678	15775
285.2179	15961
285.23901	15948
285.26013	16025
285.28125	15998
285.30237	16085
285.32349	15960
285.3446	15911
285.36572	15874
285.38684	16022
285.40796	15989
285.42908	15892
285.4502	15878
285.47131	15888
285.49243	15832
285.51355	15817
285.53467	15864
285.55579	15984
285.5769	16109
285.59802	16127
285.61914	15934
285.64026	16018
285.66138	16080
285.6825	16286
285.70358	16304
285.7247	16457
285.74582	16519
285.76694	16463
285.78806	16463
285.80917	16442
285.83029	16429
285.85141	16410
285.87253	16382
285.89362	16568
285.91473	16542
285.93585	16450
