Date and Time:                Mon Jan 30 17:47:14.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	547
283.50656	528
283.52771	511
283.54883	517
283.56998	523
283.59109	516
283.61224	499
283.63336	511
283.65451	493
283.67563	504
283.69678	509
283.7179	522
283.73904	504
283.76016	510
283.78131	496
283.80243	492
283.82358	508
283.8447	495
283.86584	535
283.88696	503
283.90811	500
283.92923	512
283.95035	510
283.9715	504
283.99261	501
284.01376	513
284.03488	498
284.056	492
284.07715	484
284.09827	488
284.11942	474
284.14053	502
284.16165	494
284.1828	498
284.20392	499
284.22504	499
284.24619	506
284.2673	496
284.28842	508
284.30957	523
284.33069	495
284.35181	499
284.37296	495
284.39407	490
284.41519	507
284.43634	495
284.45746	493
284.47858	473
284.49969	514
284.52084	485
284.54196	485
284.56308	488
284.5842	493
284.60535	495
284.62646	494
284.64758	505
284.6687	485
284.68985	533
284.71097	486
284.73209	484
284.7532	501
284.77432	471
284.79547	517
284.81659	480
284.83771	493
284.85883	475
284.87994	474
284.90106	490
284.92221	508
284.94333	489
284.96445	481
284.98557	485
285.00668	507
285.0278	483
285.04892	499
285.07004	500
285.09116	496
285.1123	474
285.13342	475
285.15454	487
285.17566	478
285.19678	493
285.2179	473
285.23901	475
285.26013	472
285.28125	474
285.30237	476
285.32349	479
285.3446	470
285.36572	489
285.38684	481
285.40796	464
285.42908	473
285.4502	473
285.47131	466
285.49243	462
285.51355	489
285.53467	476
285.55579	472
285.5769	469
285.59802	471
285.61914	459
285.64026	471
285.66138	475
285.6825	450
285.70358	469
285.7247	477
285.74582	464
285.76694	489
285.78806	498
285.80917	460
285.83029	469
285.85141	470
285.87253	451
285.89362	472
285.91473	466
285.93585	459
285.95697	478
285.97809	471
285.99921	481
286.02029	447
286.04141	453
286.06253	458
286.08365	466
286.10477	455
286.12585	477
286.14697	470
286.16809	461
286.18921	453
286.2103	475
286.23141	465
286.25253	455
286.27365	454
286.29474	460
