Date and Time:                Mon Jan 30 17:44:47.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	16497
283.50656	15763
283.52771	15793
283.54883	15700
283.56998	15861
283.59109	15979
283.61224	15937
283.63336	15866
283.65451	15773
283.67563	15771
283.69678	15699
283.7179	15535
283.73904	15438
283.76016	15610
283.78131	15611
283.80243	15588
283.82358	15644
283.8447	15687
283.86584	15782
283.88696	15737
283.90811	15649
283.92923	15676
283.95035	15675
283.9715	15641
283.99261	15632
284.01376	15621
284.03488	15642
284.056	15694
284.07715	15654
284.09827	15661
284.11942	15761
284.14053	15793
284.16165	15858
284.1828	15887
284.20392	15819
284.22504	15829
284.24619	15806
284.2673	15904
284.28842	15946
284.30957	15936
284.33069	15954
284.35181	15891
284.37296	15787
284.39407	15778
284.41519	15866
284.43634	15987
284.45746	15980
284.47858	16069
284.49969	16003
284.52084	15969
284.54196	15901
284.56308	15947
284.5842	15965
284.60535	16074
284.62646	16166
284.64758	16026
284.6687	15986
284.68985	15983
284.71097	16056
284.73209	16178
284.7532	16107
284.77432	16163
284.79547	16169
284.81659	16141
284.83771	16162
284.85883	16080
284.87994	16082
284.90106	16045
284.92221	15874
284.94333	15730
284.96445	15681
284.98557	15748
285.00668	15627
285.0278	15686
285.04892	15745
285.07004	15637
285.09116	15664
285.1123	15696
285.13342	15674
285.15454	15680
285.17566	15687
285.19678	15830
285.2179	15916
285.23901	15995
285.26013	16066
285.28125	16064
285.30237	16090
285.32349	15984
285.3446	15912
285.36572	15954
285.38684	15980
285.40796	16016
285.42908	15964
285.4502	15860
285.47131	15835
285.49243	15866
285.51355	15826
285.53467	15788
285.55579	15971
285.5769	16051
285.59802	16085
285.61914	15970
285.64026	16003
285.66138	16114
285.6825	16236
285.70358	16318
285.7247	16422
285.74582	16540
285.76694	16533
285.78806	16427
285.80917	16493
285.83029	16420
285.85141	16373
285.87253	16423
285.89362	16520
285.91473	16527
285.93585	16417
