Date and Time:                Mon Jan 30 17:48:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	536
283.50656	518
283.52771	508
283.54883	509
283.56998	514
283.59109	515
283.61224	502
283.63336	511
283.65451	495
283.67563	500
283.69678	505
283.7179	523
283.73904	511
283.76016	506
283.78131	498
283.80243	503
283.82358	509
283.8447	497
283.86584	529
283.88696	500
283.90811	491
283.92923	503
283.95035	508
283.9715	492
283.99261	499
284.01376	504
284.03488	487
284.056	498
284.07715	482
284.09827	482
284.11942	476
284.14053	486
284.16165	482
284.1828	505
284.20392	496
284.22504	508
284.24619	500
284.2673	496
284.28842	516
284.30957	509
284.33069	479
284.35181	497
284.37296	486
284.39407	489
284.41519	510
284.43634	499
284.45746	485
284.47858	473
284.49969	501
284.52084	486
284.54196	480
284.56308	490
284.5842	492
284.60535	498
284.62646	493
284.64758	500
284.6687	497
284.68985	527
284.71097	493
284.73209	482
284.7532	491
284.77432	470
284.79547	519
284.81659	485
284.83771	479
284.85883	481
284.87994	485
284.90106	486
284.92221	511
284.94333	493
284.96445	476
284.98557	482
285.00668	515
285.0278	477
285.04892	489
285.07004	484
285.09116	482
285.1123	469
285.13342	476
285.15454	485
285.17566	468
285.19678	485
285.2179	476
285.23901	469
285.26013	460
285.28125	479
285.30237	468
285.32349	486
285.3446	472
285.36572	486
285.38684	481
285.40796	458
285.42908	477
285.4502	466
285.47131	459
285.49243	456
285.51355	494
285.53467	470
285.55579	465
285.5769	462
285.59802	466
285.61914	447
285.64026	465
285.66138	473
285.6825	460
285.70358	462
285.7247	458
285.74582	465
285.76694	484
285.78806	490
285.80917	451
285.83029	462
285.85141	463
285.87253	460
285.89362	468
285.91473	469
285.93585	468
285.95697	471
285.97809	461
285.99921	474
286.02029	446
286.04141	460
286.06253	458
286.08365	463
286.10477	461
286.12585	482
286.14697	465
286.16809	457
286.18921	461
286.2103	475
286.23141	459
286.25253	460
286.27365	451
286.29474	451
