Date and Time:                Mon Jan 30 17:39:07.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              305
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



283.48544	3145
283.50656	2950
283.52771	3005
283.54883	2969
283.56998	3002
283.59109	3002
283.61224	2989
283.63336	3002
283.65451	2951
283.67563	2948
283.69678	2930
283.7179	2912
283.73904	2940
283.76016	2928
283.78131	2939
283.80243	2912
283.82358	2924
283.8447	2904
283.86584	2931
283.88696	2909
283.90811	2887
283.92923	2932
283.95035	2957
283.9715	2929
283.99261	2878
284.01376	2909
284.03488	2890
284.056	2921
284.07715	2883
284.09827	2893
284.11942	2907
284.14053	2922
284.16165	2916
284.1828	2899
284.20392	2896
284.22504	2912
284.24619	2924
284.2673	2923
284.28842	2953
284.30957	2972
284.33069	2896
284.35181	2903
284.37296	2823
284.39407	2871
284.41519	2883
284.43634	2925
284.45746	2908
284.47858	2930
284.49969	2921
284.52084	2886
284.54196	2883
284.56308	2892
284.5842	2892
284.60535	2921
284.62646	2944
284.64758	2935
284.6687	2929
284.68985	2934
284.71097	2916
284.73209	2901
284.7532	2910
284.77432	2912
284.79547	2963
284.81659	2914
284.83771	2978
284.85883	2917
284.87994	2888
284.90106	2872
284.92221	2866
284.94333	2854
284.96445	2825
284.98557	2865
285.00668	2882
285.0278	2851
285.04892	2830
285.07004	2842
285.09116	2812
285.1123	2820
285.13342	2822
285.15454	2835
285.17566	2863
285.19678	2851
285.2179	2866
285.23901	2840
285.26013	2863
285.28125	2882
285.30237	2874
285.32349	2894
285.3446	2898
285.36572	2867
285.38684	2876
285.40796	2876
285.42908	2856
285.4502	2831
285.47131	2820
285.49243	2844
285.51355	2865
285.53467	2868
285.55579	2878
285.5769	2871
285.59802	2861
285.61914	2834
285.64026	2836
285.66138	2863
285.6825	2895
285.70358	2922
285.7247	2931
285.74582	2939
285.76694	2964
285.78806	2932
285.80917	2893
285.83029	2925
285.85141	2907
285.87253	2937
285.89362	2966
285.91473	2969
285.93585	2929
