Date and Time:                Mon Oct 10 15:18:46.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	7795
177.99368	7454
178.0153	7439
178.03691	7495
178.05853	7495
178.08015	7480
178.10176	7475
178.12338	7501
178.145	7446
178.16661	7456
178.18823	7500
178.20985	7465
178.23146	7460
178.25308	7473
178.27469	7493
178.29631	7480
178.31793	7463
178.33954	7446
178.36116	7476
178.38277	7472
178.40439	7447
178.42599	7410
178.44762	7471
178.46922	7460
178.49084	7455
178.51245	7429
178.53407	7451
178.55568	7402
178.5773	7422
178.59891	7404
178.62053	7407
178.64214	7386
178.66376	7418
178.68536	7396
178.70697	7392
178.72859	7418
178.7502	7396
178.77182	7417
178.79343	7410
178.81503	7434
178.83665	7399
178.85826	7369
178.87987	7432
178.90149	7399
178.9231	7420
178.9447	7364
178.96631	7413
178.98793	7396
179.00954	7404
179.03114	7379
179.05275	7382
179.07437	7444
179.09598	7407
179.11758	7397
179.13919	7411
179.16081	7393
179.18242	7422
179.20403	7408
179.22563	7405
179.24724	7421
179.26884	7421
179.29047	7445
179.31207	7447
179.33368	7450
179.35529	7442
179.37689	7440
179.3985	7446
179.4201	7425
179.44171	7406
179.46332	7403
179.48492	7432
179.50653	7451
179.52814	7427
179.54974	7433
179.57135	7430
179.59296	7405
179.61456	7419
179.63617	7418
179.65778	7386
179.67938	7438
179.70099	7428
179.7226	7409
179.7442	7419
179.76581	7453
179.78741	7468
179.80902	7482
179.83063	7413
179.85223	7453
179.87383	7416
179.89543	7399
179.91704	7391
179.93864	7394
179.96025	7393
179.98186	7400
180.00345	7435
180.02505	7386
180.04666	7395
180.06827	7411
180.08986	7413
180.11147	7413
180.13307	7393
180.15468	7384
180.17627	7351
180.19788	7381
180.21948	7344
180.24107	7404
180.26268	7371
180.28429	7396
180.30589	7385
180.32748	7398
180.34909	7374
180.37068	7338
180.39229	7381
180.41389	7364
180.43549	7382
180.45709	7398
180.47868	7407
