Date and Time:                Mon Oct 10 15:21:48.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	526
177.99368	496
178.0153	495
178.03691	492
178.05853	503
178.08015	499
178.10176	491
178.12338	493
178.145	470
178.16661	483
178.18823	489
178.20985	511
178.23146	484
178.25308	485
178.27469	476
178.29631	479
178.31793	491
178.33954	484
178.36116	516
178.38277	488
178.40439	475
178.42599	474
178.44762	490
178.46922	481
178.49084	472
178.51245	487
178.53407	475
178.55568	473
178.5773	464
178.59891	464
178.62053	465
178.64214	471
178.66376	468
178.68536	485
178.70697	487
178.72859	495
178.7502	479
178.77182	486
178.79343	483
178.81503	495
178.83665	473
178.85826	484
178.87987	476
178.90149	471
178.9231	488
178.9447	484
178.96631	484
178.98793	462
179.00954	490
179.03114	467
179.05275	465
179.07437	472
179.09598	469
179.11758	487
179.13919	478
179.16081	480
179.18242	474
179.20403	511
179.22563	474
179.24724	454
179.26884	471
179.29047	463
179.31207	508
179.33368	462
179.35529	466
179.37689	450
179.3985	466
179.4201	466
179.44171	497
179.46332	475
179.48492	467
179.50653	466
179.52814	494
179.54974	456
179.57135	481
179.59296	474
179.61456	466
179.63617	453
179.65778	458
179.67938	471
179.70099	457
179.7226	473
179.7442	454
179.76581	458
179.78741	449
179.80902	457
179.83063	468
179.85223	464
179.87383	462
179.89543	467
179.91704	463
179.93864	454
179.96025	465
179.98186	457
180.00345	449
180.02505	442
180.04666	475
180.06827	454
180.08986	451
180.11147	452
180.13307	452
180.15468	440
180.17627	439
180.19788	457
180.21948	435
180.24107	453
180.26268	444
180.28429	454
180.30589	474
180.32748	490
180.34909	447
180.37068	442
180.39229	449
180.41389	434
180.43549	459
180.45709	458
180.47868	440
180.50029	459
180.5219	449
180.54349	471
180.56509	433
180.58669	446
180.60829	449
180.62988	450
180.65149	447
180.67308	469
180.69469	446
180.71628	438
180.73788	442
180.75948	462
180.78107	441
180.80267	448
180.82426	427
180.84587	454
