Date and Time:                Mon Oct 10 15:15:23.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	601
177.99368	594
178.0153	579
178.03691	577
178.05853	579
178.08015	576
178.10176	570
178.12338	584
178.145	570
178.16661	564
178.18823	564
178.20985	589
178.23146	577
178.25308	574
178.27469	569
178.29631	562
178.31793	577
178.33954	560
178.36116	588
178.38277	563
178.40439	562
178.42599	561
178.44762	574
178.46922	572
178.49084	561
178.51245	566
178.53407	560
178.55568	556
178.5773	558
178.59891	553
178.62053	543
178.64214	550
178.66376	553
178.68536	555
178.70697	565
178.72859	584
178.7502	562
178.77182	563
178.79343	567
178.81503	587
178.83665	550
178.85826	559
178.87987	551
178.90149	547
178.9231	564
178.9447	560
178.96631	548
178.98793	542
179.00954	571
179.03114	556
179.05275	546
179.07437	557
179.09598	554
179.11758	576
179.13919	564
179.16081	554
179.18242	558
179.20403	595
179.22563	552
179.24724	546
179.26884	561
179.29047	540
179.31207	585
179.33368	545
179.35529	541
179.37689	537
179.3985	543
179.4201	561
179.44171	570
179.46332	558
179.48492	551
179.50653	556
179.52814	581
179.54974	544
179.57135	559
179.59296	553
179.61456	551
179.63617	530
179.65778	547
179.67938	558
179.70099	538
179.7226	554
179.7442	538
179.76581	544
179.78741	529
179.80902	551
179.83063	532
179.85223	547
179.87383	546
179.89543	551
179.91704	543
179.93864	534
179.96025	536
179.98186	546
180.00345	520
180.02505	526
180.04666	555
180.06827	532
180.08986	530
180.11147	523
180.13307	533
180.15468	511
180.17627	535
180.19788	537
180.21948	524
180.24107	527
180.26268	525
180.28429	534
180.30589	553
180.32748	574
180.34909	520
180.37068	531
180.39229	531
180.41389	525
180.43549	549
180.45709	535
180.47868	523
180.50029	542
180.5219	534
180.54349	532
180.56509	507
180.58669	520
180.60829	517
180.62988	534
180.65149	517
180.67308	544
180.69469	528
180.71628	526
180.73788	513
180.75948	540
180.78107	524
180.80267	529
180.82426	514
180.84587	518
