Date and Time:                Sun Jan 29 16:05:16.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         20
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	6793
328.75653	6490
328.77744	6428
328.79834	6395
328.81924	6492
328.84012	6540
328.86102	6516
328.88193	6484
328.90283	6472
328.92374	6483
328.94461	6471
328.96552	6376
328.98642	6395
329.00732	6370
329.0282	6454
329.0491	6419
329.07001	6404
329.09088	6437
329.11179	6433
329.13269	6470
329.15359	6443
329.17447	6458
329.19537	6459
329.21628	6481
329.23715	6471
329.25806	6442
329.27896	6408
329.29984	6383
329.32074	6453
329.34161	6479
329.36252	6474
329.38342	6490
329.4043	6532
329.4252	6506
329.44611	6508
329.46698	6460
329.48788	6524
329.50876	6545
329.52966	6543
329.55054	6544
329.57144	6579
329.59235	6532
329.61322	6497
329.63412	6476
329.655	6493
329.6759	6502
329.69678	6527
329.71768	6532
329.73856	6513
329.75946	6464
329.78033	6425
329.80124	6464
329.82211	6510
329.84302	6483
329.86389	6439
329.88477	6413
329.90567	6377
329.92654	6383
329.94745	6384
329.96832	6434
329.98923	6450
330.0101	6380
330.03098	6366
330.05188	6354
330.07275	6351
330.09366	6322
330.11453	6276
330.13541	6183
330.15631	6141
330.17719	6119
330.19806	6102
330.21896	6029
330.23984	6053
330.26074	5969
330.28162	5993
330.30249	5916
330.32336	5922
330.34427	5900
330.36514	5939
330.38602	5868
330.40692	5900
330.4278	5923
330.44867	5927
330.46954	5910
330.49045	5917
330.51132	5935
330.5322	5911
330.55307	5879
330.57397	5794
330.59485	5777
330.61572	5778
330.6366	5813
330.6575	5751
330.67838	5731
330.69925	5698
330.72012	5679
330.741	5690
330.76187	5632
330.78278	5711
330.80365	5750
330.82452	5722
330.8454	5630
330.86627	5693
330.88715	5749
330.90802	5790
330.92892	5806
330.9498	5832
330.97067	5861
330.99155	5815
331.01242	5858
331.03329	5796
331.05417	5841
331.07504	5806
331.09592	5865
331.11679	5901
331.13766	5951
331.15854	5944
