Date and Time:                Sun Jan 29 15:58:55.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         20
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	7830
328.75653	7415
328.77744	7306
328.79834	7291
328.81924	7306
328.84012	7415
328.86102	7299
328.88193	7243
328.90283	7195
328.92374	7171
328.94461	7078
328.96552	7007
328.98642	6950
329.00732	6997
329.0282	7003
329.0491	6996
329.07001	6901
329.09088	6864
329.11179	6914
329.13269	6904
329.15359	6827
329.17447	6828
329.19537	6838
329.21628	6796
329.23715	6826
329.25806	6784
329.27896	6690
329.29984	6691
329.32074	6715
329.34161	6737
329.36252	6726
329.38342	6752
329.4043	6774
329.4252	6758
329.44611	6733
329.46698	6756
329.48788	6735
329.50876	6735
329.52966	6777
329.55054	6770
329.57144	6775
329.59235	6743
329.61322	6699
329.63412	6731
329.655	6785
329.6759	6785
329.69678	6753
329.71768	6800
329.73856	6764
329.75946	6725
329.78033	6755
329.80124	6722
329.82211	6791
329.84302	6796
329.86389	6820
329.88477	6794
329.90567	6731
329.92654	6746
329.94745	6803
329.96832	6869
329.98923	6860
330.0101	6851
330.03098	6857
330.05188	6888
330.07275	6896
330.09366	6842
330.11453	6826
330.13541	6806
330.15631	6791
330.17719	6700
330.19806	6765
330.21896	6665
330.23984	6669
330.26074	6732
330.28162	6700
330.30249	6694
330.32336	6692
330.34427	6694
330.36514	6653
330.38602	6696
330.40692	6701
330.4278	6726
330.44867	6778
330.46954	6812
330.49045	6851
330.51132	6790
330.5322	6788
330.55307	6742
330.57397	6718
330.59485	6747
330.61572	6678
330.6366	6678
330.6575	6642
330.67838	6636
330.69925	6599
330.72012	6603
330.741	6514
330.76187	6524
330.78278	6616
330.80365	6625
330.82452	6563
330.8454	6500
330.86627	6481
330.88715	6546
330.90802	6600
330.92892	6627
330.9498	6581
330.97067	6613
330.99155	6628
331.01242	6572
331.03329	6536
331.05417	6490
331.07504	6438
331.09592	6460
331.11679	6488
331.13766	6445
331.15854	6384
