Date and Time:                Sun Jan 29 15:58:26.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	39310
328.75653	38208
328.77744	38399
328.79834	38283
328.81924	38138
328.84012	38829
328.86102	38692
328.88193	38587
328.90283	38324
328.92374	38239
328.94461	38068
328.96552	37848
328.98642	37535
329.00732	37881
329.0282	37882
329.0491	37819
329.07001	37697
329.09088	37834
329.11179	37773
329.13269	37777
329.15359	37794
329.17447	37823
329.19537	37761
329.21628	37889
329.23715	37672
329.25806	37495
329.27896	37535
329.29984	37325
329.32074	37397
329.34161	37413
329.36252	37679
329.38342	37831
329.4043	37972
329.4252	37892
329.44611	37553
329.46698	37840
329.48788	37918
329.50876	38029
329.52966	38088
329.55054	38301
329.57144	37953
329.59235	38117
329.61322	37851
329.63412	37885
329.655	37815
329.6759	38039
329.69678	38047
329.71768	38101
329.73856	37947
329.75946	37899
329.78033	37751
329.80124	37772
329.82211	37705
329.84302	38010
329.86389	38151
329.88477	37901
329.90567	37712
329.92654	37521
329.94745	37836
329.96832	38265
329.98923	38113
330.0101	38012
330.03098	38000
330.05188	38207
330.07275	37997
330.09366	37943
330.11453	37888
330.13541	37709
330.15631	37218
330.17719	37076
330.19806	37078
330.21896	36960
330.23984	36892
330.26074	36704
330.28162	36812
330.30249	36734
330.32336	36731
330.34427	36659
330.36514	36574
330.38602	36559
330.40692	36774
330.4278	36624
330.44867	37261
330.46954	37469
330.49045	37623
330.51132	37444
330.5322	37466
330.55307	37385
330.57397	36804
330.59485	36867
330.61572	37079
330.6366	36939
330.6575	37001
330.67838	36725
330.69925	36647
330.72012	36592
330.741	36539
330.76187	36588
330.78278	36964
330.80365	37072
330.82452	37125
330.8454	36759
330.86627	36723
330.88715	36853
330.90802	37386
330.92892	37509
330.9498	37783
330.97067	37864
330.99155	37853
331.01242	37737
331.03329	37780
331.05417	37664
331.07504	37527
331.09592	37721
331.11679	37743
331.13766	37835
331.15854	37967
