Date and Time:                Sun Jan 29 16:06:39.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	39495
328.75653	38444
328.77744	38687
328.79834	38582
328.81924	38401
328.84012	39097
328.86102	38915
328.88193	38832
328.90283	38548
328.92374	38418
328.94461	38341
328.96552	38086
328.98642	37668
329.00732	38017
329.0282	38164
329.0491	38107
329.07001	38004
329.09088	38128
329.11179	38081
329.13269	38068
329.15359	38063
329.17447	38154
329.19537	37957
329.21628	38132
329.23715	37939
329.25806	37796
329.27896	37835
329.29984	37533
329.32074	37666
329.34161	37816
329.36252	37897
329.38342	38054
329.4043	38190
329.4252	38086
329.44611	37770
329.46698	38113
329.48788	38193
329.50876	38203
329.52966	38239
329.55054	38572
329.57144	38153
329.59235	38334
329.61322	38121
329.63412	38148
329.655	38133
329.6759	38359
329.69678	38355
329.71768	38308
329.73856	38201
329.75946	38134
329.78033	38013
329.80124	38109
329.82211	37998
329.84302	38380
329.86389	38504
329.88477	38235
329.90567	37929
329.92654	37830
329.94745	38080
329.96832	38484
329.98923	38460
330.0101	38197
330.03098	38283
330.05188	38431
330.07275	38343
330.09366	38242
330.11453	38180
330.13541	37990
330.15631	37557
330.17719	37374
330.19806	37333
330.21896	37194
330.23984	37206
330.26074	36932
330.28162	37152
330.30249	37007
330.32336	37004
330.34427	36902
330.36514	36833
330.38602	36820
330.40692	37027
330.4278	36880
330.44867	37519
330.46954	37732
330.49045	37770
330.51132	37680
330.5322	37667
330.55307	37623
330.57397	37092
330.59485	37213
330.61572	37358
330.6366	37266
330.6575	37229
330.67838	37007
330.69925	36856
330.72012	36867
330.741	36788
330.76187	36741
330.78278	37180
330.80365	37354
330.82452	37381
330.8454	37109
330.86627	37084
330.88715	37226
330.90802	37712
330.92892	37821
330.9498	38017
330.97067	38121
330.99155	38181
331.01242	38080
331.03329	38081
331.05417	37941
331.07504	37786
331.09592	37913
331.11679	38001
331.13766	38046
331.15854	38277
