# wl 	 tx
255.4974422 -0.0000198
255.5186963 0.0000625
255.5399703 0.0001458
255.5612244 0.0000966
255.5824785 0.0000000
255.6037325 0.0000813
255.6249866 0.0001564
255.6462407 0.0001635
255.6674948 0.0000272
255.6887488 0.0001223
255.7100029 0.0000272
255.7312570 0.0000548
255.7525110 0.0000410
255.7737651 0.0001155
255.7950192 0.0000542
255.8162933 0.0000067
255.8375373 0.0000676
255.8587914 0.0001676
255.8800455 0.0001538
255.9012996 0.0000404
255.9225537 -0.0000203
255.9438077 0.0000202
255.9650618 -0.0000134
255.9863159 -0.0000536
256.0075700 -0.0000202
256.0288241 0.0001280
256.0500781 0.0000674
256.0713322 0.0000611
256.0925763 0.0001218
256.1138304 -0.0000402
256.1350845 0.0000399
256.1563386 0.0000066
256.1775926 -0.0000264
256.1988467 0.0000066
256.2201008 0.0001199
256.2413649 0.0000730
256.2625890 -0.0000329
256.2838431 0.0000065
256.3050972 0.0000453
256.3263513 -0.0000194
256.3476054 0.0000452
256.3688595 -0.0000194
256.3901136 0.0000322
256.4113377 0.0000322
256.4325918 0.0000193
256.4538459 0.0000829
256.4750999 -0.0000383
256.4963540 0.0000127
256.5175782 0.0000192
256.5388323 0.0000000
256.5600863 0.0000447
256.5813504 0.0000064
256.6026045 0.0000064
256.6238287 0.0001018
256.6450828 0.0000191
256.6663369 -0.0000446
256.6875910 -0.0000127
256.7088151 0.0000636
256.7300692 0.0000570
256.7513233 0.0000315
256.7725774 0.0000501
256.7938015 0.0001430
256.8150556 -0.0000435
256.8363097 0.0000062
256.8575638 0.0000873
256.8787879 0.0000435
256.9000420 0.0000124
256.9213061 -0.0000062
256.9425303 0.0001368
256.9637844 0.0001554
256.9850385 0.0000618
257.0062626 0.0001304
257.0275167 0.0000438
257.0487708 0.0001126
257.0699950 0.0000250
257.0912491 0.0000935
257.1125032 0.0000623
257.1337273 0.0000873
257.1549814 -0.0000311
257.1762356 0.0000062
257.1974597 0.0000312
257.2187138 0.0000000
257.2399379 0.0000557
257.2611921 0.0000185
257.2824562 0.0000490
257.3036803 0.0000183
257.3249344 0.0000792
257.3461586 -0.0000061
257.3674127 0.0000185
257.3886368 0.0000492
257.4098909 0.0000123
257.4311451 -0.0000489
257.4523692 0.0000304
257.4736233 0.0000122
257.4948475 -0.0000976
257.5161016 0.0001468
257.5373257 0.0000183
257.5585799 0.0000305
257.5798040 0.0000241
257.6010581 0.0000542
257.6222823 0.0000060
257.6435364 0.0000841
257.6647606 0.0000000
257.6860147 0.0000180
257.7072488 0.0001192
257.7285030 -0.0000832
257.7497271 0.0001118
257.7709812 0.0000000
257.7922054 0.0000293
257.8134295 0.0000059
257.8346837 -0.0000525
257.8559078 -0.0000405
257.8771620 0.0000463
257.8983861 0.0000405
257.9196402 0.0000290
257.9408644 0.0000174
257.9620886 -0.0000058
257.9833427 0.0000174
258.0045669 0.0000406
258.0258210 -0.0000116
258.0470451 0.0000753
258.0682693 -0.0000349
258.0895234 0.0000000
258.1107476 -0.0000174
258.1319718 0.0000058
258.1532259 0.0000288
258.1744501 0.0000517
258.1956842 0.0001559
258.2169384 0.0000173
