Date and Time:                Mon Oct 10 12:31:00.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	532
192.05646	519
192.078	514
192.09956	497
192.12112	507
192.14268	506
192.16425	498
192.18581	477
192.20735	465
192.22891	467
192.25047	467
192.27203	478
192.29358	474
192.31514	480
192.3367	481
192.35826	476
192.37981	469
192.40137	490
192.42293	503
192.44449	479
192.46603	477
192.48759	484
192.50916	504
192.5307	499
192.55226	483
192.57381	479
192.59537	478
192.61693	488
192.63847	498
192.66003	499
192.68159	503
192.70314	492
192.7247	466
192.74625	498
192.76781	511
192.78935	526
192.81091	514
192.83246	509
192.85402	495
192.87556	493
192.89713	482
192.91867	520
192.94023	523
192.96178	508
192.98334	528
193.00488	516
193.02643	511
193.04799	489
193.06953	500
193.09109	515
193.11264	516
193.13419	527
193.15575	520
193.17729	533
193.19884	528
193.2204	529
193.24194	513
193.26349	522
193.28505	520
193.30659	520
193.32814	530
193.34969	525
193.37125	551
193.39279	528
193.41434	532
193.43588	518
193.45744	514
193.47899	518
193.50053	527
193.52208	539
193.54362	527
193.56517	530
193.58673	557
193.60828	538
193.62982	535
193.65137	537
193.67291	537
193.69446	522
193.716	520
193.73755	525
193.75909	520
193.78064	539
193.80219	525
193.82375	525
193.84529	525
193.86684	539
193.88838	531
193.90993	538
193.93147	528
193.953	533
193.97455	532
193.99609	521
194.01764	533
194.03918	532
194.06073	528
194.08228	532
194.10382	548
194.12537	529
194.14691	542
194.16846	538
194.18999	532
194.21153	538
194.23308	535
194.25462	537
194.27617	528
194.29771	529
194.31924	531
194.34079	539
194.36234	556
194.38388	564
194.40541	529
194.42696	548
194.4485	537
194.47005	533
194.49158	528
194.51312	506
194.53467	497
194.5562	501
194.57774	507
194.59929	507
194.62082	491
194.64236	524
194.66391	516
194.68544	498
194.70699	527
194.72852	543
194.75006	533
194.77161	499
194.79314	506
194.81468	538
194.83621	551
194.85776	551
194.87929	521
194.90083	508
