Date and Time:                Mon Oct 10 13:02:49.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         420
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	1955
192.05646	1903
192.078	1841
192.09956	1777
192.12112	1771
192.14268	1797
192.16425	1717
192.18581	1599
192.20735	1453
192.22891	1480
192.25047	1513
192.27203	1613
192.29358	1513
192.31514	1577
192.3367	1609
192.35826	1527
192.37981	1560
192.40137	1579
192.42293	1782
192.44449	1586
192.46603	1498
192.48759	1590
192.50916	1780
192.5307	1752
192.55226	1674
192.57381	1610
192.59537	1532
192.61693	1649
192.63847	1716
192.66003	1757
192.68159	1701
192.70314	1616
192.7247	1542
192.74625	1681
192.76781	1790
192.78935	1897
192.81091	1844
192.83246	1839
192.85402	1767
192.87556	1715
192.89713	1629
192.91867	1841
192.94023	1858
192.96178	1873
192.98334	1965
193.00488	1945
193.02643	1823
193.04799	1662
193.06953	1758
193.09109	1796
193.11264	1876
193.13419	1922
193.15575	1957
193.17729	1976
193.19884	1980
193.2204	1966
193.24194	1845
193.26349	1955
193.28505	1842
193.30659	1874
193.32814	1972
193.34969	1927
193.37125	2110
193.39279	1928
193.41434	1958
193.43588	1908
193.45744	1910
193.47899	1873
193.50053	1992
193.52208	1955
193.54362	1973
193.56517	2004
193.58673	2119
193.60828	1990
193.62982	2070
193.65137	2066
193.67291	2014
193.69446	1867
193.716	1878
193.73755	1912
193.75909	1912
193.78064	1996
193.80219	1907
193.82375	1951
193.84529	1942
193.86684	1990
193.88838	1956
193.90993	2022
193.93147	2056
193.953	2013
193.97455	1957
193.99609	1898
194.01764	2012
194.03918	2029
194.06073	2019
194.08228	1987
194.10382	2048
194.12537	2025
194.14691	2041
194.16846	2035
194.18999	2035
194.21153	2012
194.23308	2029
194.25462	2003
194.27617	1966
194.29771	2047
194.31924	2047
194.34079	2107
194.36234	2189
194.38388	2221
194.40541	2003
194.42696	2019
194.4485	2063
194.47005	2036
194.49158	2004
194.51312	1796
194.53467	1727
