Date and Time:                Mon Oct 10 12:30:08.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	13296
192.05646	12813
192.078	12573
192.09956	11767
192.12112	11361
192.14268	11781
192.16425	11023
192.18581	9027
192.20735	8146
192.22891	7987
192.25047	8242
192.27203	8384
192.29358	8065
192.31514	9302
192.3367	9852
192.35826	8591
192.37981	8586
192.40137	10130
192.42293	10426
192.44449	9294
192.46603	8338
192.48759	9814
192.50916	11560
192.5307	11864
192.55226	10936
192.57381	8949
192.59537	9119
192.61693	10986
192.63847	12284
192.66003	12670
192.68159	12063
192.70314	10182
192.7247	9234
192.74625	10971
192.76781	12645
192.78935	13257
192.81091	13214
192.83246	12670
192.85402	11474
192.87556	9981
192.89713	10924
192.91867	12780
192.94023	13574
192.96178	13699
192.98334	13764
193.00488	13635
193.02643	12704
193.04799	11214
193.06953	11125
193.09109	12786
193.11264	13776
193.13419	14050
193.15575	14120
193.17729	14191
193.19884	14145
193.2204	13624
193.24194	12565
193.26349	12081
193.28505	13097
193.30659	13983
193.32814	14202
193.34969	14355
193.37125	14394
193.39279	14449
193.41434	14355
193.43588	14114
193.45744	13445
193.47899	12965
193.50053	13353
193.52208	14044
193.54362	14390
193.56517	14512
193.58673	14502
193.60828	14554
193.62982	14556
193.65137	14492
193.67291	14258
193.69446	13696
193.716	13237
193.73755	13225
193.75909	13780
193.78064	14110
193.80219	13761
193.82375	14105
193.84529	14373
193.86684	14149
193.88838	13857
193.90993	14465
193.93147	14660
193.953	14392
193.97455	13738
193.99609	13685
194.01764	14383
194.03918	14655
194.06073	14787
194.08228	14616
194.10382	14154
194.12537	14453
194.14691	14844
194.16846	14900
194.18999	14933
194.21153	14782
194.23308	14510
194.25462	14211
194.27617	14524
194.29771	14744
194.31924	14911
194.34079	14974
194.36234	14977
194.38388	14903
194.40541	14595
194.42696	14541
194.4485	14665
194.47005	14591
194.49158	13297
194.51312	11740
194.53467	11587
