Date and Time:                Mon Oct 10 13:35:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         420
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	1197
192.05646	1154
192.078	1080
192.09956	1089
192.12112	1109
192.14268	1104
192.16425	1074
192.18581	1091
192.20735	998
192.22891	1029
192.25047	1046
192.27203	1144
192.29358	1074
192.31514	1074
192.3367	1044
192.35826	1035
192.37981	1070
192.40137	1006
192.42293	1174
192.44449	1035
192.46603	1024
192.48759	1034
192.50916	1090
192.5307	1034
192.55226	1017
192.57381	1075
192.59537	1026
192.61693	1015
192.63847	962
192.66003	987
192.68159	957
192.70314	1007
192.7247	1013
192.74625	1047
192.76781	1035
192.78935	1074
192.81091	1039
192.83246	1045
192.85402	1067
192.87556	1100
192.89713	984
192.91867	1039
192.94023	992
192.96178	1002
192.98334	1065
193.00488	1035
193.02643	1003
193.04799	946
193.06953	1065
193.09109	978
193.11264	992
193.13419	1022
193.15575	1015
193.17729	1033
193.19884	1025
193.2204	1044
193.24194	1015
193.26349	1154
193.28505	1005
193.30659	954
193.32814	1037
193.34969	972
193.37125	1143
193.39279	962
193.41434	988
193.43588	946
193.45744	994
193.47899	1007
193.50053	1094
193.52208	1005
193.54362	970
193.56517	993
193.58673	1100
193.60828	956
193.62982	1016
193.65137	1037
193.67291	993
193.69446	899
193.716	952
193.73755	990
193.75909	917
193.78064	1015
193.80219	919
193.82375	955
193.84529	909
193.86684	959
193.88838	947
193.90993	964
193.93147	945
193.953	974
193.97455	952
193.99609	910
194.01764	962
194.03918	943
194.06073	906
194.08228	901
194.10382	1016
194.12537	930
194.14691	914
194.16846	893
194.18999	910
194.21153	871
194.23308	916
194.25462	942
194.27617	872
194.29771	912
194.31924	884
194.34079	918
194.36234	999
194.38388	1055
194.40541	862
194.42696	897
194.4485	890
194.47005	874
194.49158	958
194.51312	920
194.53467	875
194.5562	954
194.57774	896
194.59929	958
194.62082	843
194.64236	855
194.66391	877
194.68544	887
194.70699	877
