Date and Time:                Mon Oct 10 12:45:38.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	519
192.05646	516
192.078	492
192.09956	485
192.12112	488
192.14268	499
192.16425	485
192.18581	475
192.20735	451
192.22891	449
192.25047	459
192.27203	467
192.29358	461
192.31514	472
192.3367	466
192.35826	459
192.37981	467
192.40137	475
192.42293	495
192.44449	478
192.46603	461
192.48759	480
192.50916	500
192.5307	501
192.55226	485
192.57381	473
192.59537	460
192.61693	484
192.63847	488
192.66003	497
192.68159	485
192.70314	473
192.7247	468
192.74625	489
192.76781	491
192.78935	517
192.81091	502
192.83246	500
192.85402	494
192.87556	493
192.89713	481
192.91867	503
192.94023	504
192.96178	510
192.98334	516
193.00488	508
193.02643	504
193.04799	479
193.06953	494
193.09109	497
193.11264	518
193.13419	513
193.15575	515
193.17729	521
193.19884	536
193.2204	510
193.24194	500
193.26349	518
193.28505	504
193.30659	513
193.32814	519
193.34969	517
193.37125	540
193.39279	509
193.41434	517
193.43588	517
193.45744	508
193.47899	512
193.50053	529
193.52208	521
193.54362	524
193.56517	523
193.58673	537
193.60828	517
193.62982	527
193.65137	535
193.67291	527
193.69446	518
193.716	516
193.73755	506
193.75909	506
193.78064	520
193.80219	512
193.82375	514
193.84529	523
193.86684	531
193.88838	519
193.90993	525
193.93147	534
193.953	534
193.97455	517
193.99609	511
194.01764	530
194.03918	526
194.06073	517
194.08228	523
194.10382	536
194.12537	526
194.14691	527
194.16846	534
194.18999	529
194.21153	529
194.23308	529
194.25462	523
194.27617	525
194.29771	526
194.31924	531
194.34079	539
194.36234	540
194.38388	553
194.40541	524
194.42696	531
194.4485	537
194.47005	522
194.49158	528
194.51312	498
194.53467	478
194.5562	500
194.57774	501
194.59929	504
194.62082	494
194.64236	516
194.66391	511
194.68544	490
194.70699	507
194.72852	538
194.75006	522
194.77161	491
194.79314	501
194.81468	543
194.83621	543
194.85776	540
194.87929	514
194.90083	505
