Date and Time:                Mon Oct 10 12:36:27.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	532
192.05646	519
192.078	506
192.09956	505
192.12112	501
192.14268	510
192.16425	496
192.18581	475
192.20735	465
192.22891	456
192.25047	462
192.27203	489
192.29358	470
192.31514	478
192.3367	481
192.35826	467
192.37981	468
192.40137	482
192.42293	499
192.44449	481
192.46603	473
192.48759	475
192.50916	504
192.5307	503
192.55226	490
192.57381	475
192.59537	464
192.61693	485
192.63847	500
192.66003	503
192.68159	493
192.70314	478
192.7247	469
192.74625	491
192.76781	514
192.78935	515
192.81091	518
192.83246	510
192.85402	498
192.87556	499
192.89713	488
192.91867	508
192.94023	514
192.96178	515
192.98334	533
193.00488	527
193.02643	511
193.04799	495
193.06953	508
193.09109	510
193.11264	508
193.13419	526
193.15575	526
193.17729	535
193.19884	527
193.2204	527
193.24194	514
193.26349	533
193.28505	512
193.30659	519
193.32814	527
193.34969	529
193.37125	552
193.39279	531
193.41434	533
193.43588	526
193.45744	512
193.47899	514
193.50053	534
193.52208	528
193.54362	529
193.56517	537
193.58673	558
193.60828	532
193.62982	541
193.65137	540
193.67291	535
193.69446	528
193.716	522
193.73755	524
193.75909	515
193.78064	528
193.80219	516
193.82375	528
193.84529	526
193.86684	534
193.88838	526
193.90993	538
193.93147	533
193.953	538
193.97455	532
193.99609	523
194.01764	539
194.03918	532
194.06073	529
194.08228	530
194.10382	546
194.12537	531
194.14691	537
194.16846	538
194.18999	541
194.21153	532
194.23308	537
194.25462	533
194.27617	537
194.29771	535
194.31924	539
194.34079	550
194.36234	549
194.38388	565
194.40541	530
194.42696	535
194.4485	538
194.47005	533
194.49158	530
194.51312	499
194.53467	495
194.5562	507
194.57774	513
194.59929	503
194.62082	497
194.64236	522
194.66391	516
194.68544	505
194.70699	514
194.72852	549
194.75006	538
194.77161	511
194.79314	505
194.81468	541
194.83621	553
194.85776	542
194.87929	514
194.90083	507
