Date and Time:                Mon Oct 10 12:37:46.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	529
192.05646	517
192.078	501
192.09956	494
192.12112	500
192.14268	497
192.16425	478
192.18581	475
192.20735	461
192.22891	464
192.25047	452
192.27203	481
192.29358	462
192.31514	475
192.3367	476
192.35826	461
192.37981	474
192.40137	477
192.42293	497
192.44449	472
192.46603	457
192.48759	476
192.50916	501
192.5307	494
192.55226	489
192.57381	470
192.59537	471
192.61693	478
192.63847	489
192.66003	499
192.68159	490
192.70314	479
192.7247	465
192.74625	490
192.76781	510
192.78935	511
192.81091	512
192.83246	501
192.85402	486
192.87556	495
192.89713	485
192.91867	508
192.94023	508
192.96178	512
192.98334	510
193.00488	515
193.02643	500
193.04799	481
193.06953	505
193.09109	508
193.11264	513
193.13419	524
193.15575	526
193.17729	522
193.19884	526
193.2204	520
193.24194	505
193.26349	518
193.28505	511
193.30659	514
193.32814	528
193.34969	526
193.37125	545
193.39279	526
193.41434	525
193.43588	517
193.45744	518
193.47899	511
193.50053	525
193.52208	522
193.54362	524
193.56517	536
193.58673	545
193.60828	536
193.62982	537
193.65137	536
193.67291	537
193.69446	510
193.716	519
193.73755	518
193.75909	517
193.78064	531
193.80219	520
193.82375	519
193.84529	527
193.86684	530
193.88838	524
193.90993	534
193.93147	535
193.953	530
193.97455	523
193.99609	516
194.01764	530
194.03918	539
194.06073	524
194.08228	522
194.10382	542
194.12537	535
194.14691	532
194.16846	533
194.18999	532
194.21153	523
194.23308	539
194.25462	524
194.27617	532
194.29771	524
194.31924	535
194.34079	545
194.36234	543
194.38388	547
194.40541	530
194.42696	531
194.4485	535
194.47005	516
194.49158	518
194.51312	489
194.53467	491
194.5562	515
194.57774	509
194.59929	499
194.62082	495
194.64236	522
194.66391	514
194.68544	486
194.70699	515
194.72852	545
194.75006	533
194.77161	494
194.79314	492
194.81468	537
194.83621	552
194.85776	540
194.87929	506
194.90083	503
