Date and Time:                Mon Oct 10 12:32:01.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	537
192.05646	517
192.078	513
192.09956	510
192.12112	505
192.14268	505
192.16425	484
192.18581	485
192.20735	457
192.22891	465
192.25047	465
192.27203	470
192.29358	469
192.31514	481
192.3367	479
192.35826	467
192.37981	488
192.40137	473
192.42293	500
192.44449	485
192.46603	465
192.48759	489
192.50916	503
192.5307	506
192.55226	489
192.57381	477
192.59537	475
192.61693	493
192.63847	499
192.66003	503
192.68159	497
192.70314	481
192.7247	477
192.74625	501
192.76781	516
192.78935	526
192.81091	521
192.83246	521
192.85402	510
192.87556	497
192.89713	499
192.91867	512
192.94023	519
192.96178	524
192.98334	532
193.00488	524
193.02643	511
193.04799	483
193.06953	505
193.09109	509
193.11264	588
193.13419	588
193.15575	523
193.17729	528
193.19884	527
193.2204	525
193.24194	505
193.26349	527
193.28505	518
193.30659	523
193.32814	530
193.34969	518
193.37125	539
193.39279	526
193.41434	531
193.43588	521
193.45744	512
193.47899	517
193.50053	534
193.52208	531
193.54362	532
193.56517	521
193.58673	549
193.60828	539
193.62982	543
193.65137	540
193.67291	532
193.69446	516
193.716	525
193.73755	528
193.75909	517
193.78064	540
193.80219	512
193.82375	530
193.84529	519
193.86684	530
193.88838	524
193.90993	529
193.93147	524
193.953	534
193.97455	521
193.99609	521
194.01764	537
194.03918	545
194.06073	529
194.08228	528
194.10382	549
194.12537	533
194.14691	549
194.16846	537
194.18999	538
194.21153	537
194.23308	539
194.25462	538
194.27617	535
194.29771	539
194.31924	533
194.34079	537
194.36234	556
194.38388	564
194.40541	531
194.42696	535
194.4485	546
194.47005	534
194.49158	531
194.51312	498
194.53467	498
194.5562	505
194.57774	506
194.59929	501
194.62082	506
194.64236	525
194.66391	518
194.68544	499
194.70699	523
194.72852	553
194.75006	531
194.77161	504
194.79314	509
194.81468	554
194.83621	596
194.85776	551
194.87929	519
194.90083	510
