Date and Time:                Sat Jan 28 15:58:12.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              255
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



233.22879	344
233.25017	350
233.27155	343
233.29292	350
233.3143	351
233.33568	345
233.35706	344
233.37842	354
233.3998	348
233.42117	343
233.44255	347
233.46393	348
233.48531	341
233.50668	348
233.52805	346
233.54942	345
233.5708	349
233.59218	348
233.61356	349
233.63492	349
233.6563	351
233.67767	346
233.69904	352
233.72041	348
233.74179	354
233.76317	352
233.78453	345
233.80591	351
233.82729	344
233.84865	346
233.87003	344
233.89139	348
233.91277	346
233.93414	352
233.95551	348
233.97688	343
233.99825	351
234.01962	344
234.04099	344
234.06236	342
234.08374	346
234.1051	344
234.12648	352
234.14784	345
234.16922	347
234.19058	345
234.21194	347
234.23332	352
234.25468	353
234.27606	350
234.29742	349
234.31879	348
234.34016	342
234.36153	347
234.3829	353
234.40427	349
234.42563	346
234.44701	345
234.46837	355
234.48973	350
234.51111	352
234.53247	340
234.55383	348
234.5752	342
234.59657	342
234.61794	349
234.6393	344
234.66066	348
234.68202	338
234.7034	344
234.72476	354
234.74612	341
234.76749	348
234.78885	342
234.81021	349
234.83159	344
234.85295	347
234.87431	343
234.89568	349
234.91704	344
234.9384	349
234.95976	346
234.98112	349
235.00249	351
235.02385	355
235.04521	346
235.06657	351
235.08794	347
235.1093	346
235.13066	346
235.15202	341
235.17339	356
235.19475	345
235.21611	350
235.23747	349
235.25883	346
235.28018	345
235.30154	349
235.32291	348
235.34427	355
235.36563	344
235.38699	352
235.40836	348
235.4297	348
235.45107	347
235.47243	349
235.49379	343
235.51514	350
235.5365	350
235.55786	353
235.57922	345
235.60057	344
235.62193	347
235.6433	353
235.66464	341
235.686	345
235.70737	351
235.72871	352
235.75008	348
235.77144	349
235.79279	347
235.81415	343
235.83549	350
235.85686	347
235.87822	345
235.89957	347
235.92093	346
235.94228	344
235.96364	345
235.98499	348
236.00635	346
236.02769	347
236.04906	348
