Date and Time:                Sat Jan 28 16:01:20.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              255
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



233.22879	301
233.25017	303
233.27155	300
233.29292	300
233.3143	306
233.33568	310
233.35706	304
233.37842	302
233.3998	299
233.42117	301
233.44255	305
233.46393	299
233.48531	305
233.50668	302
233.52805	303
233.54942	299
233.5708	301
233.59218	300
233.61356	300
233.63492	304
233.6563	301
233.67767	307
233.69904	301
233.72041	304
233.74179	303
233.76317	303
233.78453	303
233.80591	303
233.82729	306
233.84865	301
233.87003	300
233.89139	299
233.91277	304
233.93414	301
233.95551	303
233.97688	302
233.99825	302
234.01962	302
234.04099	302
234.06236	307
234.08374	303
234.1051	300
234.12648	299
234.14784	310
234.16922	303
234.19058	308
234.21194	301
234.23332	300
234.25468	302
234.27606	305
234.29742	303
234.31879	303
234.34016	302
234.36153	305
234.3829	298
234.40427	302
234.42563	304
234.44701	305
234.46837	307
234.48973	300
234.51111	304
234.53247	301
234.55383	300
234.5752	298
234.59657	304
234.61794	302
234.6393	304
234.66066	313
234.68202	310
234.7034	303
234.72476	304
234.74612	301
234.76749	302
234.78885	308
234.81021	300
234.83159	306
234.85295	305
234.87431	299
234.89568	306
234.91704	297
234.9384	301
234.95976	305
234.98112	305
235.00249	302
235.02385	305
235.04521	306
235.06657	299
235.08794	305
235.1093	303
235.13066	297
235.15202	301
235.17339	301
235.19475	302
235.21611	304
235.23747	309
235.25883	303
235.28018	307
235.30154	298
235.32291	306
235.34427	306
235.36563	303
235.38699	303
235.40836	305
235.4297	306
235.45107	297
235.47243	301
235.49379	303
235.51514	304
235.5365	298
235.55786	308
235.57922	303
235.60057	297
235.62193	303
235.6433	305
235.66464	306
235.686	309
235.70737	302
235.72871	304
235.75008	301
235.77144	300
235.79279	303
235.81415	300
235.83549	305
235.85686	299
235.87822	301
235.89957	303
235.92093	299
235.94228	304
235.96364	302
235.98499	300
236.00635	299
236.02769	302
236.04906	305
236.0704	298
