Date and Time:                Sun Jan 29 14:45:00.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	306
328.75653	303
328.77744	299
328.79834	296
328.81924	306
328.84012	303
328.86102	305
328.88193	300
328.90283	306
328.92374	296
328.94461	302
328.96552	296
328.98642	302
329.00732	304
329.0282	300
329.0491	304
329.07001	300
329.09088	304
329.11179	302
329.13269	305
329.15359	298
329.17447	301
329.19537	302
329.21628	301
329.23715	301
329.25806	303
329.27896	306
329.29984	308
329.32074	303
329.34161	305
329.36252	306
329.38342	293
329.4043	295
329.4252	303
329.44611	307
329.46698	300
329.48788	298
329.50876	308
329.52966	305
329.55054	305
329.57144	297
329.59235	301
329.61322	305
329.63412	302
329.655	308
329.6759	306
329.69678	304
329.71768	299
329.73856	296
329.75946	298
329.78033	304
329.80124	307
329.82211	303
329.84302	295
329.86389	298
329.88477	302
329.90567	300
329.92654	304
329.94745	305
329.96832	300
329.98923	307
330.0101	305
330.03098	301
330.05188	301
330.07275	302
330.09366	301
330.11453	307
330.13541	304
330.15631	302
330.17719	297
330.19806	292
330.21896	307
330.23984	306
330.26074	308
330.28162	306
330.30249	293
330.32336	306
330.34427	301
330.36514	306
330.38602	304
330.40692	305
330.4278	305
330.44867	297
330.46954	306
330.49045	303
330.51132	302
330.5322	298
330.55307	302
330.57397	304
330.59485	303
330.61572	310
330.6366	299
330.6575	305
330.67838	299
330.69925	307
330.72012	298
330.741	304
330.76187	294
330.78278	305
330.80365	299
330.82452	305
330.8454	298
330.86627	299
330.88715	305
330.90802	302
330.92892	304
330.9498	299
330.97067	299
330.99155	306
331.01242	303
331.03329	298
331.05417	301
331.07504	292
331.09592	302
331.11679	306
331.13766	299
331.15854	300
331.17941	301
331.20029	302
331.22116	302
331.24203	304
331.26291	310
331.28378	304
331.30466	300
331.32553	302
331.34641	307
331.36728	309
331.38815	298
331.40903	302
331.4299	300
331.45078	301
331.47165	301
331.49252	301
331.5134	301
