Date and Time:                Sun Jan 29 14:43:07.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	40089
328.75653	38836
328.77744	38989
328.79834	38817
328.81924	38624
328.84012	39233
328.86102	38986
328.88193	38864
328.90283	38313
328.92374	38121
328.94461	37894
328.96552	37534
328.98642	37072
329.00732	37237
329.0282	37163
329.0491	37079
329.07001	36842
329.09088	36816
329.11179	36617
329.13269	36615
329.15359	36452
329.17447	36343
329.19537	36190
329.21628	36156
329.23715	35849
329.25806	35596
329.27896	35547
329.29984	35230
329.32074	35229
329.34161	35152
329.36252	35256
329.38342	35324
329.4043	35343
329.4252	35219
329.44611	34814
329.46698	35005
329.48788	35098
329.50876	35086
329.52966	35021
329.55054	35175
329.57144	34943
329.59235	34870
329.61322	34604
329.63412	34570
329.655	34604
329.6759	34757
329.69678	34663
329.71768	34625
329.73856	34500
329.75946	34320
329.78033	34314
329.80124	34228
329.82211	34188
329.84302	34502
329.86389	34510
329.88477	34287
329.90567	34026
329.92654	33994
329.94745	34172
329.96832	34574
329.98923	34401
330.0101	34407
330.03098	34328
330.05188	34423
330.07275	34408
330.09366	34349
330.11453	34220
330.13541	34146
330.15631	33694
330.17719	33526
330.19806	33617
330.21896	33457
330.23984	33350
330.26074	33231
330.28162	33313
330.30249	33256
330.32336	33166
330.34427	33157
330.36514	33079
330.38602	33056
330.40692	33182
330.4278	33227
330.44867	33630
330.46954	33789
330.49045	33921
330.51132	33744
330.5322	33714
330.55307	33660
330.57397	33193
330.59485	33123
330.61572	33271
330.6366	33220
330.6575	33041
330.67838	32870
330.69925	32812
330.72012	32617
330.741	32658
330.76187	32576
330.78278	32998
330.80365	32979
330.82452	32924
330.8454	32578
330.86627	32556
330.88715	32737
330.90802	33051
330.92892	33141
330.9498	33239
330.97067	33318
330.99155	33082
331.01242	33024
331.03329	32942
331.05417	32865
331.07504	32684
331.09592	32721
331.11679	32851
331.13766	32711
331.15854	32672
