Date and Time:                Tue Apr 26 17:03:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	7722
298.58786	7392
298.60892	7428
298.62997	7430
298.65103	7502
298.67209	7502
298.69315	7440
298.7142	7433
298.73526	7481
298.75632	7518
298.77737	7527
298.79843	7494
298.81949	7536
298.84055	7573
298.8616	7579
298.88266	7552
298.90372	7591
298.92477	7728
298.9458	7748
298.96686	7748
298.98792	7722
299.00897	7675
299.03003	7756
299.05109	7777
299.07214	7761
299.0932	7732
299.11426	7803
299.13531	7887
299.15634	7819
299.1774	7890
299.19846	7977
299.21951	8082
299.24057	8139
299.26163	8217
299.28268	8265
299.30371	8207
299.32477	8252
299.34583	8279
299.36688	8366
299.38794	8440
299.40897	8461
299.43002	8557
299.45108	8667
299.47214	8729
299.49319	8750
299.51422	8805
299.53528	8796
299.55634	8834
299.57739	8865
299.59842	9018
299.61948	9104
299.64053	9241
299.66159	9199
299.68262	9244
299.70367	9219
299.72473	9250
299.74576	9293
299.76682	9413
299.78787	9440
299.8089	9526
299.82996	9489
299.85101	9501
299.87204	9501
299.8931	9577
299.91415	9517
299.93518	9575
299.95624	9590
299.97729	9537
299.99832	9553
300.01938	9533
300.04041	9547
300.06146	9613
300.08252	9535
300.10355	9626
300.1246	9620
300.14563	9588
300.16669	9596
300.18771	9564
300.20877	9503
300.22983	9430
300.25085	9461
300.27191	9369
300.29294	9383
300.314	9341
300.33502	9328
300.35608	9351
300.37711	9340
300.39816	9345
300.41919	9245
300.44025	9282
300.46127	9272
300.48233	9218
300.50336	9259
300.52441	9297
300.54544	9360
300.56647	9329
300.58752	9295
300.60855	9264
300.62961	9264
300.65063	9302
300.67169	9229
300.69272	9260
300.71375	9246
300.7348	9204
300.75583	9168
300.77686	9106
300.79791	9105
300.81894	9112
300.84	9103
300.86102	9110
300.88205	9192
300.90311	9250
300.92413	9211
300.94516	9124
300.96622	9131
300.98724	9153
301.00827	9138
