Date and Time:                Tue Apr 26 16:56:47.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	11004
298.58786	10616
298.60892	10777
298.62997	10773
298.65103	10977
298.67209	10939
298.69315	10918
298.7142	11061
298.73526	11164
298.75632	11214
298.77737	11282
298.79843	11255
298.81949	11346
298.84055	11386
298.8616	11407
298.88266	11465
298.90372	11528
298.92477	11657
298.9458	11828
298.96686	11724
298.98792	11631
299.00897	11639
299.03003	11692
299.05109	11684
299.07214	11561
299.0932	11566
299.11426	11632
299.13531	11621
299.15634	11562
299.1774	11601
299.19846	11709
299.21951	11748
299.24057	11791
299.26163	11833
299.28268	11792
299.30371	11641
299.32477	11599
299.34583	11649
299.36688	11704
299.38794	11685
299.40897	11653
299.43002	11623
299.45108	11772
299.47214	11766
299.49319	11672
299.51422	11636
299.53528	11588
299.55634	11573
299.57739	11569
299.59842	11584
299.61948	11656
299.64053	11652
299.66159	11652
299.68262	11610
299.70367	11605
299.72473	11504
299.74576	11483
299.76682	11510
299.78787	11528
299.8089	11517
299.82996	11471
299.85101	11438
299.87204	11408
299.8931	11371
299.91415	11301
299.93518	11320
299.95624	11302
299.97729	11251
299.99832	11201
300.01938	11152
300.04041	11136
300.06146	11118
300.08252	11073
300.10355	11090
300.1246	11120
300.14563	11097
300.16669	11040
300.18771	11031
300.20877	10956
300.22983	10913
300.25085	10873
300.27191	10814
300.29294	10796
300.314	10710
300.33502	10727
300.35608	10718
300.37711	10711
300.39816	10681
300.41919	10655
300.44025	10622
300.46127	10597
300.48233	10581
300.50336	10599
300.52441	10657
300.54544	10741
300.56647	10669
300.58752	10609
300.60855	10583
300.62961	10531
300.65063	10521
300.67169	10479
300.69272	10504
300.71375	10484
300.7348	10438
300.75583	10264
300.77686	10222
300.79791	10215
300.81894	10201
300.84	10169
300.86102	10160
300.88205	10234
300.90311	10236
300.92413	10157
300.94516	10015
300.96622	10033
300.98724	9975
301.00827	9963
