Date and Time:                Tue Apr 26 16:58:42.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	9866
298.58786	9447
298.60892	9558
298.62997	9624
298.65103	9774
298.67209	9782
298.69315	9810
298.7142	9821
298.73526	9952
298.75632	10068
298.77737	10100
298.79843	10071
298.81949	10159
298.84055	10295
298.8616	10252
298.88266	10289
298.90372	10377
298.92477	10590
298.9458	10742
298.96686	10639
298.98792	10575
299.00897	10620
299.03003	10719
299.05109	10704
299.07214	10643
299.0932	10709
299.11426	10739
299.13531	10791
299.15634	10793
299.1774	10840
299.19846	10897
299.21951	11032
299.24057	11080
299.26163	11161
299.28268	11133
299.30371	11098
299.32477	10977
299.34583	11030
299.36688	11165
299.38794	11218
299.40897	11146
299.43002	11186
299.45108	11315
299.47214	11338
299.49319	11275
299.51422	11296
299.53528	11268
299.55634	11242
299.57739	11265
299.59842	11253
299.61948	11405
299.64053	11438
299.66159	11445
299.68262	11406
299.70367	11312
299.72473	11253
299.74576	11338
299.76682	11347
299.78787	11412
299.8089	11332
299.82996	11289
299.85101	11233
299.87204	11275
299.8931	11242
299.91415	11198
299.93518	11205
299.95624	11220
299.97729	11152
299.99832	11143
300.01938	11098
300.04041	11135
300.06146	11084
300.08252	11094
300.10355	10997
300.1246	11086
300.14563	11103
300.16669	11016
300.18771	10991
300.20877	10941
300.22983	10891
300.25085	10839
300.27191	10832
300.29294	10748
300.314	10740
300.33502	10702
300.35608	10754
300.37711	10776
300.39816	10739
300.41919	10652
300.44025	10691
300.46127	10653
300.48233	10649
300.50336	10664
300.52441	10712
300.54544	10833
300.56647	10758
300.58752	10729
300.60855	10684
300.62961	10694
300.65063	10667
300.67169	10558
300.69272	10604
300.71375	10529
300.7348	10545
300.75583	10438
300.77686	10393
300.79791	10364
300.81894	10319
300.84	10286
300.86102	10298
300.88205	10358
300.90311	10358
300.92413	10276
300.94516	10169
300.96622	10136
300.98724	10083
301.00827	10109
