Date and Time:                Tue Apr 26 17:04:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	306
298.58786	305
298.60892	309
298.62997	301
298.65103	297
298.67209	305
298.69315	303
298.7142	303
298.73526	303
298.75632	301
298.77737	305
298.79843	302
298.81949	304
298.84055	300
298.8616	302
298.88266	302
298.90372	297
298.92477	301
298.9458	297
298.96686	307
298.98792	306
299.00897	293
299.03003	301
299.05109	301
299.07214	304
299.0932	294
299.11426	297
299.13531	298
299.15634	301
299.1774	305
299.19846	296
299.21951	296
299.24057	297
299.26163	305
299.28268	305
299.30371	301
299.32477	308
299.34583	300
299.36688	302
299.38794	299
299.40897	304
299.43002	306
299.45108	301
299.47214	304
299.49319	297
299.51422	305
299.53528	298
299.55634	301
299.57739	302
299.59842	300
299.61948	299
299.64053	298
299.66159	296
299.68262	304
299.70367	299
299.72473	297
299.74576	305
299.76682	305
299.78787	301
299.8089	299
299.82996	298
299.85101	301
299.87204	304
299.8931	294
299.91415	298
299.93518	301
299.95624	301
299.97729	301
299.99832	296
300.01938	304
300.04041	300
300.06146	303
300.08252	306
300.10355	301
300.1246	305
300.14563	300
300.16669	298
300.18771	300
300.20877	300
300.22983	299
300.25085	302
300.27191	298
300.29294	293
300.314	295
300.33502	297
300.35608	302
300.37711	302
300.39816	303
300.41919	301
300.44025	306
300.46127	294
300.48233	301
300.50336	296
300.52441	304
300.54544	303
300.56647	300
300.58752	301
300.60855	301
300.62961	303
300.65063	301
300.67169	298
300.69272	301
300.71375	295
300.7348	297
300.75583	299
300.77686	298
300.79791	302
300.81894	305
300.84	301
300.86102	298
300.88205	306
300.90311	304
300.92413	303
300.94516	303
300.96622	301
300.98724	301
301.00827	297
301.0293	300
301.05035	301
301.07138	300
301.09241	303
301.11346	303
301.13449	300
301.15552	297
301.17654	296
301.1976	294
301.21863	295
301.23965	299
301.26068	306
301.28174	295
301.30276	307
301.32379	297
301.34482	306
