Date and Time:                Wed May 25 12:25:50.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	314
262.0311	315
262.04095	319
262.05078	320
262.06061	319
262.07043	317
262.08026	316
262.09009	326
262.09991	325
262.10974	315
262.11957	315
262.12939	316
262.13922	320
262.14905	323
262.15887	321
262.1687	318
262.17853	320
262.18835	322
262.19818	323
262.20801	319
262.21783	322
262.22766	322
262.23749	319
262.24731	318
262.25714	319
262.26697	315
262.27676	321
262.28659	318
262.29642	317
262.30624	321
262.31607	318
262.3259	324
262.33572	315
262.34555	320
262.35538	319
262.3652	320
262.37503	319
262.38486	318
262.39465	318
262.40448	321
262.41431	316
262.42413	323
262.43396	313
262.44379	316
262.45361	313
262.46344	322
262.47324	320
262.48306	318
262.49289	320
262.50272	321
262.51254	318
262.52237	319
262.53217	323
262.54199	323
262.55182	317
262.56165	322
262.57147	315
262.5813	320
262.59109	324
262.60092	315
262.61075	323
262.62057	318
262.63037	323
262.6402	318
262.65002	324
262.65985	318
262.66968	324
262.67947	325
262.6893	324
262.69913	324
262.70895	316
262.71875	322
262.72858	319
262.7384	320
262.7482	318
262.75803	319
262.76785	323
262.77768	320
262.78748	321
262.7973	318
262.80713	328
262.81693	318
262.82675	320
262.83658	319
262.84637	321
262.8562	321
262.86603	320
262.87585	317
262.88565	318
262.89548	324
262.90527	320
262.9151	319
262.92493	320
262.93472	328
262.94455	320
262.95438	320
262.96417	324
262.974	322
262.98383	316
262.99362	323
263.00345	324
263.01324	318
263.02307	328
263.0329	318
263.04269	321
263.05252	317
263.06232	318
263.07214	321
263.08194	317
263.09177	318
263.10159	323
263.11139	323
263.12122	320
263.13101	320
263.14084	318
263.15063	323
263.16046	323
263.17026	322
263.18008	322
263.18988	321
263.19971	320
263.2095	325
263.21933	324
263.22913	320
263.23895	316
263.24875	325
263.25858	324
263.26837	326
263.2782	325
263.28799	315
263.29782	325
263.30762	325
263.31744	314
263.32724	318
