Date and Time:                Wed May 25 12:30:11.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	302
262.0311	308
262.04095	301
262.05078	301
262.06061	304
262.07043	304
262.08026	301
262.09009	309
262.09991	303
262.10974	301
262.11957	300
262.12939	300
262.13922	298
262.14905	303
262.15887	304
262.1687	304
262.17853	301
262.18835	301
262.19818	300
262.20801	309
262.21783	298
262.22766	308
262.23749	303
262.24731	301
262.25714	306
262.26697	303
262.27676	303
262.28659	305
262.29642	307
262.30624	303
262.31607	303
262.3259	301
262.33572	304
262.34555	299
262.35538	297
262.3652	303
262.37503	302
262.38486	306
262.39465	304
262.40448	300
262.41431	304
262.42413	294
262.43396	305
262.44379	314
262.45361	305
262.46344	302
262.47324	308
262.48306	305
262.49289	301
262.50272	301
262.51254	305
262.52237	302
262.53217	297
262.54199	301
262.55182	306
262.56165	303
262.57147	303
262.5813	307
262.59109	304
262.60092	300
262.61075	302
262.62057	300
262.63037	303
262.6402	305
262.65002	300
262.65985	308
262.66968	309
262.67947	295
262.6893	308
262.69913	302
262.70895	299
262.71875	302
262.72858	309
262.7384	302
262.7482	298
262.75803	299
262.76785	304
262.77768	296
262.78748	307
262.7973	307
262.80713	301
262.81693	300
262.82675	301
262.83658	304
262.84637	303
262.8562	297
262.86603	310
262.87585	297
262.88565	305
262.89548	300
262.90527	300
262.9151	309
262.92493	300
262.93472	301
262.94455	302
262.95438	311
262.96417	304
262.974	303
262.98383	304
262.99362	304
263.00345	303
263.01324	302
263.02307	304
263.0329	304
263.04269	303
263.05252	304
263.06232	299
263.07214	306
263.08194	306
263.09177	301
263.10159	310
263.11139	301
263.12122	305
263.13101	302
263.14084	303
263.15063	299
263.16046	298
263.17026	307
263.18008	296
263.18988	297
263.19971	300
263.2095	307
263.21933	305
263.22913	305
263.23895	300
263.24875	299
263.25858	303
263.26837	295
263.2782	303
263.28799	301
263.29782	302
263.30762	303
263.31744	302
263.32724	306
