# wl center_tx left_tx right_tx top_tx bottom_tx
248.4752245 0.0000497 0.0000288 0.0000264 0.0000450 0.0000183
248.4965183 0.0000501 0.0000312 0.0000268 0.0000451 0.0000163
248.5178022 0.0000540 0.0000317 0.0000278 0.0000476 0.0000222
248.5390960 0.0000512 0.0000311 0.0000237 0.0000428 0.0000167
248.5603898 0.0000527 0.0000356 0.0000266 0.0000439 0.0000201
248.5816737 0.0000462 0.0000289 0.0000222 0.0000366 0.0000159
248.6029576 0.0000566 0.0000321 0.0000306 0.0000434 0.0000183
248.6242614 0.0000552 0.0000348 0.0000301 0.0000453 0.0000198
248.6455452 0.0000537 0.0000316 0.0000244 0.0000483 0.0000161
248.6668291 0.0000533 0.0000325 0.0000227 0.0000407 0.0000190
248.6881130 0.0000534 0.0000345 0.0000303 0.0000453 0.0000181
248.7094168 0.0000509 0.0000367 0.0000291 0.0000434 0.0000178
248.7307007 0.0000558 0.0000304 0.0000370 0.0000469 0.0000200
248.7519845 0.0000529 0.0000341 0.0000384 0.0000412 0.0000194
248.7732784 0.0000497 0.0000325 0.0000345 0.0000423 0.0000220
248.7945622 0.0000556 0.0000369 0.0000392 0.0000502 0.0000195
248.8158561 0.0000553 0.0000405 0.0000333 0.0000487 0.0000245
248.8371399 0.0000555 0.0000326 0.0000328 0.0000445 0.0000198
248.8584338 0.0000514 0.0000386 0.0000332 0.0000484 0.0000234
248.8797177 0.0000515 0.0000352 0.0000304 0.0000466 0.0000198
248.9010015 0.0000584 0.0000409 0.0000341 0.0000473 0.0000223
248.9222854 0.0000577 0.0000355 0.0000257 0.0000511 0.0000196
248.9435692 0.0000539 0.0000366 0.0000282 0.0000481 0.0000234
248.9648731 0.0000544 0.0000321 0.0000269 0.0000447 0.0000161
248.9861570 0.0000502 0.0000354 0.0000274 0.0000500 0.0000244
249.0074408 0.0000536 0.0000321 0.0000285 0.0000418 0.0000201
249.0287247 0.0000526 0.0000337 0.0000273 0.0000441 0.0000207
249.0500085 0.0000518 0.0000336 0.0000250 0.0000418 0.0000176
249.0712924 0.0000557 0.0000459 0.0000316 0.0000497 0.0000264
249.0925763 0.0000512 0.0000369 0.0000281 0.0000450 0.0000187
249.1138701 0.0000520 0.0000330 0.0000280 0.0000445 0.0000193
249.1351540 0.0000551 0.0000337 0.0000259 0.0000436 0.0000224
249.1564379 0.0000540 0.0000362 0.0000273 0.0000437 0.0000164
249.1777217 0.0000547 0.0000363 0.0000279 0.0000460 0.0000223
249.1990056 0.0000519 0.0000348 0.0000269 0.0000458 0.0000225
249.2202895 0.0000506 0.0000304 0.0000227 0.0000411 0.0000182
249.2415734 0.0000637 0.0000372 0.0000301 0.0000469 0.0000269
249.2628572 0.0000580 0.0000332 0.0000299 0.0000464 0.0000206
249.2841511 0.0000529 0.0000336 0.0000291 0.0000472 0.0000189
249.3054350 0.0000535 0.0000369 0.0000294 0.0000420 0.0000178
249.3267188 0.0000568 0.0000348 0.0000301 0.0000465 0.0000198
249.3479827 0.0000532 0.0000316 0.0000295 0.0000398 0.0000190
249.3692766 0.0000568 0.0000356 0.0000280 0.0000463 0.0000203
249.3905605 0.0000564 0.0000367 0.0000338 0.0000467 0.0000230
249.4118444 0.0000569 0.0000392 0.0000315 0.0000466 0.0000200
249.4331282 0.0000557 0.0000363 0.0000292 0.0000457 0.0000212
249.4544121 0.0000542 0.0000346 0.0000274 0.0000438 0.0000196
249.4756960 0.0000485 0.0000367 0.0000277 0.0000453 0.0000167
249.4969699 0.0000514 0.0000353 0.0000255 0.0000457 0.0000221
249.5182537 0.0000525 0.0000332 0.0000285 0.0000409 0.0000175
249.5395376 0.0000519 0.0000314 0.0000265 0.0000450 0.0000167
249.5608215 0.0000556 0.0000354 0.0000291 0.0000446 0.0000222
249.5821054 0.0000534 0.0000356 0.0000303 0.0000464 0.0000194
249.6033793 0.0000535 0.0000336 0.0000293 0.0000445 0.0000209
249.6246632 0.0000551 0.0000345 0.0000284 0.0000430 0.0000148
249.6459470 0.0000524 0.0000376 0.0000259 0.0000450 0.0000193
249.6672209 0.0000515 0.0000294 0.0000286 0.0000429 0.0000223
249.6885048 0.0000530 0.0000353 0.0000273 0.0000429 0.0000199
249.7097887 0.0000521 0.0000321 0.0000256 0.0000447 0.0000185
249.7310726 0.0000557 0.0000366 0.0000302 0.0000441 0.0000199
249.7523465 0.0000530 0.0000382 0.0000318 0.0000514 0.0000242
249.7736304 0.0000506 0.0000322 0.0000275 0.0000448 0.0000209
249.7949142 0.0000583 0.0000356 0.0000329 0.0000465 0.0000269
249.8161881 0.0000529 0.0000362 0.0000325 0.0000449 0.0000213
249.8374720 0.0000475 0.0000324 0.0000266 0.0000411 0.0000184
249.8587359 0.0000554 0.0000418 0.0000281 0.0000468 0.0000215
249.8800198 0.0000538 0.0000374 0.0000306 0.0000462 0.0000207
249.9013137 0.0000542 0.0000333 0.0000273 0.0000419 0.0000220
249.9225776 0.0000520 0.0000339 0.0000259 0.0000426 0.0000212
249.9438615 0.0000530 0.0000370 0.0000277 0.0000435 0.0000239
249.9651354 0.0000523 0.0000349 0.0000323 0.0000511 0.0000249
249.9864193 0.0000594 0.0000374 0.0000315 0.0000485 0.0000222
250.0076932 0.0000551 0.0000365 0.0000284 0.0000450 0.0000192
250.0289771 0.0000540 0.0000398 0.0000327 0.0000477 0.0000263
250.0502410 0.0000582 0.0000382 0.0000315 0.0000479 0.0000239
250.0715349 0.0000545 0.0000660 0.0000325 0.0000456 0.0000248
250.0927988 0.0000560 0.0001118 0.0000298 0.0000441 0.0000234
250.1140827 0.0000559 0.0000349 0.0000325 0.0000500 0.0000222
250.1353566 0.0000574 0.0000379 0.0000314 0.0000466 0.0000254
250.1566405 0.0000507 0.0000327 0.0000327 0.0000502 0.0000153
250.1779144 0.0000530 0.0000368 0.0000287 0.0000437 0.0000216
