# wl center_tx left_tx right_tx top_tx bottom_tx
288.6546758 0.0018043 0.0016789 0.0019516 0.0020637 0.0016268
288.6757809 0.0017970 0.0016515 0.0019375 0.0020520 0.0016300
288.6968460 0.0017861 0.0016300 0.0019307 0.0020469 0.0016410
288.7179511 0.0017658 0.0016334 0.0019223 0.0020394 0.0016420
288.7390562 0.0017526 0.0016285 0.0019141 0.0020317 0.0016496
288.7601313 0.0017482 0.0016109 0.0019102 0.0020174 0.0016564
288.7812364 0.0017392 0.0015958 0.0018996 0.0020041 0.0016566
288.8023415 0.0017219 0.0015949 0.0018884 0.0020002 0.0016666
288.8234066 0.0017111 0.0015853 0.0018872 0.0019848 0.0016717
288.8445117 0.0017155 0.0015731 0.0018802 0.0019769 0.0016855
288.8656168 0.0016998 0.0015544 0.0018834 0.0019585 0.0016860
288.8867219 0.0016896 0.0015589 0.0018816 0.0019450 0.0016808
288.9077970 0.0016932 0.0015446 0.0018736 0.0019387 0.0016926
288.9288921 0.0016853 0.0015351 0.0018733 0.0019260 0.0017021
288.9499672 0.0016734 0.0015277 0.0018701 0.0019187 0.0016944
288.9710723 0.0016646 0.0015352 0.0018670 0.0019046 0.0017013
288.9921774 0.0016620 0.0015141 0.0018719 0.0018825 0.0016953
289.0132425 0.0016627 0.0015130 0.0018798 0.0018823 0.0016876
289.0343476 0.0016465 0.0015137 0.0018731 0.0018713 0.0016951
289.0554527 0.0016522 0.0015070 0.0018783 0.0018566 0.0016936
289.0765278 0.0016554 0.0014971 0.0018809 0.0018426 0.0016925
289.0976329 0.0016474 0.0014875 0.0018852 0.0018367 0.0016809
289.1186981 0.0016467 0.0014970 0.0018931 0.0018238 0.0016795
289.1398032 0.0016468 0.0014965 0.0018915 0.0018257 0.0016699
289.1609083 0.0016525 0.0014810 0.0018960 0.0018040 0.0016588
289.1819834 0.0016513 0.0014876 0.0019055 0.0018001 0.0016594
289.2030885 0.0016544 0.0015046 0.0019111 0.0017957 0.0016564
289.2241536 0.0016585 0.0014954 0.0019146 0.0017881 0.0016402
289.2452587 0.0016579 0.0014881 0.0019264 0.0017722 0.0016342
289.2663338 0.0016660 0.0014958 0.0019329 0.0017711 0.0016170
289.2874389 0.0016669 0.0015038 0.0019407 0.0017605 0.0016088
289.3085441 0.0016683 0.0015016 0.0019438 0.0017584 0.0015980
289.3296092 0.0016766 0.0014910 0.0019559 0.0017554 0.0015819
289.3507143 0.0016779 0.0015046 0.0019594 0.0017559 0.0015687
289.3717894 0.0016732 0.0015212 0.0019675 0.0017450 0.0015511
289.3928945 0.0016896 0.0015113 0.0019745 0.0017414 0.0015416
289.4139697 0.0016944 0.0015169 0.0019843 0.0017449 0.0015338
289.4350648 0.0017070 0.0015314 0.0019910 0.0017487 0.0015188
289.4561399 0.0017080 0.0015326 0.0019961 0.0017484 0.0015015
289.4772450 0.0017140 0.0015415 0.0019982 0.0017441 0.0014850
289.4983201 0.0017258 0.0015363 0.0020158 0.0017475 0.0014751
289.5194253 0.0017293 0.0015549 0.0020196 0.0017453 0.0014556
289.5404904 0.0017364 0.0015606 0.0020215 0.0017533 0.0014440
289.5615955 0.0017472 0.0015508 0.0020222 0.0017505 0.0014339
289.5826706 0.0017507 0.0015664 0.0020286 0.0017627 0.0014165
289.6037458 0.0017606 0.0015837 0.0020315 0.0017562 0.0014104
289.6248409 0.0017692 0.0015824 0.0020302 0.0017614 0.0013899
289.6459160 0.0017826 0.0015783 0.0020368 0.0017690 0.0013794
289.6670211 0.0017779 0.0015906 0.0020323 0.0017756 0.0013668
289.6880963 0.0017837 0.0016058 0.0020358 0.0017831 0.0013576
289.7092014 0.0017931 0.0016065 0.0020368 0.0017911 0.0013445
289.7302665 0.0017997 0.0016059 0.0020342 0.0017969 0.0013389
289.7513417 0.0018014 0.0016238 0.0020328 0.0017984 0.0013229
289.7724468 0.0017981 0.0016248 0.0020232 0.0018056 0.0013103
289.7935219 0.0018087 0.0016250 0.0020216 0.0018148 0.0013092
289.8146271 0.0018100 0.0016183 0.0020095 0.0018203 0.0012966
289.8356922 0.0018030 0.0016427 0.0020001 0.0018279 0.0012923
289.8567673 0.0017992 0.0016344 0.0019974 0.0018379 0.0012779
289.8778725 0.0018051 0.0016236 0.0019864 0.0018442 0.0012811
289.8989476 0.0018126 0.0016340 0.0019747 0.0018520 0.0012699
289.9200427 0.0017978 0.0016420 0.0019637 0.0018547 0.0012628
