# wl center_tx left_tx right_tx top_tx bottom_tx
268.5549045 0.3451940 0.3428111 0.3457356 0.3472805 0.3445783
268.5760990 0.3549854 0.3521580 0.3545490 0.3567618 0.3532214
268.5972935 0.3605988 0.3578503 0.3608429 0.3629278 0.3593905
268.6184879 0.3670904 0.3637342 0.3678178 0.3693428 0.3658653
268.6396824 0.3712954 0.3678890 0.3718867 0.3732171 0.3706398
268.6608769 0.3761483 0.3724066 0.3774966 0.3783998 0.3757096
268.6820714 0.3812508 0.3773298 0.3827866 0.3818913 0.3793687
268.7032658 0.3805206 0.3767394 0.3825723 0.3828945 0.3802181
268.7244603 0.3823975 0.3774141 0.3839084 0.3841801 0.3817547
268.7456448 0.3827592 0.3777990 0.3844700 0.3842048 0.3810284
268.7668393 0.3836492 0.3791360 0.3855892 0.3855292 0.3822493
268.7880337 0.3830768 0.3781691 0.3850520 0.3845936 0.3816881
268.8092282 0.3828141 0.3783042 0.3854009 0.3836200 0.3817916
268.8303927 0.3834875 0.3779597 0.3855840 0.3845122 0.3818831
268.8515872 0.3850803 0.3790500 0.3867898 0.3847640 0.3835121
268.8727817 0.3832327 0.3793196 0.3862129 0.3851255 0.3822527
268.8939762 0.3837309 0.3782804 0.3873959 0.3855433 0.3831133
268.9151706 0.3832663 0.3777617 0.3865811 0.3856369 0.3830922
268.9363651 0.3827131 0.3769404 0.3874591 0.3848061 0.3819465
268.9575596 0.3841006 0.3770739 0.3873267 0.3847685 0.3821569
268.9787541 0.3821133 0.3760765 0.3856270 0.3834720 0.3817787
268.9999486 0.3837509 0.3782190 0.3870192 0.3846484 0.3826660
269.0211431 0.3836507 0.3771424 0.3874900 0.3839383 0.3828681
269.0423375 0.3829103 0.3763847 0.3869996 0.3835595 0.3821339
269.0635020 0.3835932 0.3769219 0.3880250 0.3835999 0.3824399
269.0846965 0.3831591 0.3762421 0.3868997 0.3839650 0.3821316
269.1058910 0.3826622 0.3756353 0.3868729 0.3827829 0.3816497
269.1270855 0.3828430 0.3766916 0.3879669 0.3827893 0.3814395
269.1482800 0.3820698 0.3763040 0.3871986 0.3821569 0.3809434
269.1694745 0.3835465 0.3758474 0.3884825 0.3827216 0.3817089
