Date and Time:                Sat Nov 11 15:33:15.000 2023
281.29257	922
281.31372	928
281.33484	924
281.35599	920
281.37711	916
281.39825	927
281.41937	930
281.44052	927
281.46164	927
281.48279	930
281.50391	928
281.52505	935
281.54617	929
281.56732	930
281.58844	920
281.60959	945
281.63071	927
281.65186	916
281.67297	925
281.69412	933
281.71524	931
281.73636	931
281.75751	927
281.77863	920
281.79977	926
281.82089	940
281.84201	928
281.86316	934
281.88428	927
281.90543	917
281.92654	914
281.94766	929
281.96881	924
281.98993	929
282.01105	919
282.0322	931
282.05331	921
282.07443	928
282.09558	921
282.1167	917
282.13782	929
282.15897	919
282.18008	914
282.2012	931
282.22232	918
282.24347	939
282.26459	923
282.28571	930
282.30682	937
282.32797	920
282.34909	918
282.37021	920
282.39133	921
282.41248	914
282.43359	930
282.45471	935
282.47583	924
282.49695	925
282.5181	909
282.53922	924
282.56033	926
282.58145	928
282.60257	921
282.62369	918
282.64484	920
282.66595	929
282.68707	935
282.70819	918
282.72931	926
282.75043	936
282.77155	920
282.79269	922
282.81381	933
282.83493	913
282.85605	914
282.87717	931
282.89828	932
282.9194	931
282.94052	934
282.96164	938
282.98276	912
283.00388	931
283.02499	923
283.04611	914
283.06723	930
283.08835	922
283.10947	913
283.13058	935
283.1517	934
283.17282	931
283.19394	930
283.21506	919
283.23618	947
283.25729	929
283.27841	923
283.29953	925
283.32065	946
283.34177	936
283.36288	939
283.384	972
283.40512	939
283.42624	935
283.44736	946
283.46844	945
283.48956	946
283.51068	937
283.5318	948
283.55292	937
283.57404	949
283.59515	960
283.61627	939
283.63736	931
283.65848	959
283.6796	946
283.70071	958
283.72183	947
283.74295	955
283.76404	948
283.78516	941
283.80627	954
283.82739	940
283.84851	950
283.8696	960
283.89072	955
283.91183	953
283.93295	953
283.95404	952
283.97516	959
283.99628	964
284.0174	959
284.03848	975
284.0596	965
284.08072	973
284.10181	975
284.12292	965
284.14404	966
284.16513	980
284.18625	982
284.20737	972
284.22849	977
284.24957	969
284.27069	982
284.29178	972
284.3129	986
284.33401	981
284.3551	973
284.37622	996
284.39734	981
284.41843	982
284.43954	993
284.46063	992
284.48175	991
284.50287	990
284.52396	972
284.54507	985
284.56616	1009
284.58728	1001
284.60837	999
284.62949	999
284.65057	996
284.67169	1001
284.69278	1001
284.7139	990
284.73499	1009
284.7561	1014
284.77719	1012
284.79831	1002
284.8194	1033
284.84052	1009
284.8616	1010
284.88272	1006
284.90381	1000
284.92493	1010
284.94601	1003
284.96713	1012
284.98822	1011
285.00931	1019
285.03043	1011
285.05151	1016
285.07263	1018
285.09372	1010
285.11484	1019
285.13593	1016
285.15701	1006
285.17813	1016
285.19922	1014
285.22031	1026
285.24142	1017
285.26251	1022
285.2836	1023
285.30472	1026
285.32581	1036
285.34689	1027
285.36801	1023
285.3891	1022
285.41019	1021
285.4313	1025
285.45239	1025
285.47348	1040
285.49457	1040
285.51569	1021
285.53677	1041
285.55786	1038
285.57895	1040
285.60007	1057
285.62115	1030
285.64224	1059
285.66333	1034
285.68445	1048
285.70554	1054
285.72662	1046
285.74771	1042
285.7688	1045
285.78989	1057
285.811	1048
285.83209	1057
285.85318	1057
285.87427	1056
285.89536	1050
285.91644	1060
285.93756	1062
285.95865	1071
285.97974	1062
286.00082	1067
286.02191	1071
286.043	1069
286.06409	1072
286.08517	1058
286.10626	1074
286.12735	1088
286.14844	1063
286.16956	1088
286.19064	1087
286.21173	1074
286.23282	1084
286.25391	1095
286.27499	1087
286.29608	1093
286.31717	1092
286.33826	1086
286.35934	1098
286.38043	1097
286.40152	1105
286.42261	1087
286.4437	1092
286.46478	1091
286.48587	1098
286.50696	1109
286.52802	1135
286.5491	1149
286.57019	1107
286.59128	1115
286.61237	1101
286.63345	1112
286.65454	1106
286.67563	1112
286.69672	1127
286.7178	1119
286.73889	1120
286.75995	1125
286.78104	1120
286.80212	1122
286.82321	1127
286.8443	1129
286.86539	1131
286.88644	1130
286.90753	1138
286.92862	1137
286.94971	1130
286.97079	1175
286.99188	1140
287.01294	1147
287.03403	1146
287.05511	1137
287.0762	1141
287.09726	1144
287.11835	1149
287.13943	1154
287.16052	1157
287.18158	1142
287.20267	1164
287.22375	1153
287.24484	1144
287.2659	1169
287.28699	1160
287.30807	1161
287.32913	1175
287.35022	1174
287.37131	1197
287.39236	1194
287.41345	1191
287.43454	1196
287.4556	1221
287.47668	1220
287.49777	1227
287.51883	1251
287.53992	1246
287.56097	1283
287.58206	1298
287.60315	1311
287.62421	1349
287.64529	1392
287.66635	1438
287.68744	1475
287.70853	1498
287.72958	1539
287.75067	1532
287.77173	1560
287.79282	1577
287.81387	1576
287.83496	1572
287.85602	1578
287.87711	1574
287.89816	1569
287.91925	1512
287.94031	1468
287.9614	1458
287.98245	1431
288.00354	1405
288.0246	1344
288.04568	1358
288.06674	1350
288.08783	1326
288.10889	1310
288.12994	1328
288.15103	1308
288.17209	1313
288.19318	1305
288.21423	1317
288.23529	1311
288.25638	1304
288.27744	1308
288.29852	1300
288.31958	1296
288.34064	1317
288.36172	1308
288.38278	1308
288.40384	1297
288.42493	1304
288.44598	1310
288.46704	1299
288.48813	1299
288.50919	1290
288.53024	1315
288.55133	1305
288.57239	1321
288.59344	1306
288.6145	1327
288.63559	1305
288.65665	1310
288.6777	1334
288.69876	1316
288.71985	1323
288.74091	1386
288.76196	1312
288.78302	1316
288.80411	1317
288.82516	1337
288.84622	1315
288.86728	1334
288.88834	1329
288.90942	1349
288.93048	1317
288.95154	1349
288.9726	1313
288.99365	1336
289.01471	1337
289.03577	1344
289.05685	1326
289.07791	1340
289.09897	1340
289.12003	1340
289.14108	1333
289.16214	1350
289.1832	1348
289.20425	1331
289.22531	1337
289.24637	1350
289.26743	1358
289.28851	1371
289.30957	1372
289.33063	1359
289.35168	1375
289.37274	1369
289.3938	1373
289.41486	1375
289.43591	1371
289.45697	1378
289.47803	1368
289.49908	1388
289.52014	1385
289.5412	1382
289.56226	1397
289.58331	1382
289.60437	1393
289.6254	1392
289.64645	1402
289.66751	1399
289.68857	1411
289.70963	1401
289.73068	1415
289.75174	1406
289.7728	1407
289.79385	1421
289.81491	1437
289.83594	1420
289.85699	1448
289.87805	1426
289.89911	1438
289.92017	1454
289.94122	1445
289.96228	1438
289.98331	1457
290.00436	1456
290.02542	1442
290.04648	1464
290.06754	1469
290.08856	1466
290.10962	1480
290.13068	1488
290.15173	1472
290.17279	1485
290.19382	1488
290.21487	1485
290.23593	1513
290.25696	1511
290.27802	1505
290.29907	1504
290.32013	1511
290.34116	1530
290.36221	1504
290.38327	1524
290.4043	1530
290.42535	1528
290.44641	1552
290.46744	1532
290.48849	1534
290.50955	1534
290.53058	1537
290.55164	1538
290.57269	1554
290.59372	1550
290.61478	1567
290.63583	1561
290.65686	1561
290.67792	1583
290.69894	1581
290.72	1579
290.74103	1600
290.76208	1594
290.78314	1596
290.80417	1605
290.82523	1614
290.84625	1616
290.86731	1603
290.88834	1617
290.90939	1626
290.93042	1622
290.95148	1637
290.9725	1638
290.99356	1646
291.01459	1644
291.03564	1650
291.05667	1667
291.07773	1682
291.09875	1662
291.11981	1686
291.14084	1680
291.16187	1686
291.18292	1680
291.20395	1701
291.22501	1696
291.24603	1702
291.26706	1705
291.28812	1722
291.30914	1710
291.3302	1727
291.35123	1732
291.37225	1722
291.39331	1736
291.41434	1736
291.43536	1733
291.45642	1752
291.47745	1755
291.49847	1746
291.51953	1756
291.54056	1760
291.56158	1782
291.58264	1766
291.60367	1757
291.62469	1797
291.64572	1797
291.66678	1794
291.68781	1803
291.70883	1818
291.72986	1815
291.75092	1814
291.77194	1815
291.79297	1831
291.814	1828
291.83505	1838
291.85608	1841
291.87711	1845
291.89813	1853
291.91916	1850
291.94019	1858
291.96124	1872
291.98227	1897
292.0033	1895
292.02432	1903
292.04535	1883
292.06638	1894
292.0874	1907
292.10846	1895
292.12949	1915
292.15051	1919
292.17154	1930
292.19257	1944
292.21359	1925
292.23462	1960
292.25565	1941
292.27667	1946
292.2977	1943
292.31873	1961
292.33975	1987
292.36078	1968
292.38181	1963
292.40283	1982
292.42386	1996
292.44489	1990
292.46591	2018
292.48694	2013
292.50797	2034
292.52899	2012
292.55002	2029
292.57104	2034
292.59207	2047
292.6131	2059
292.63412	2062
292.65515	2076
292.67618	2072
292.6972	2062
292.71823	2105
292.73926	2136
292.76028	2143
292.78131	2135
292.80231	2117
292.82333	2180
292.84436	2163
292.86539	2186
292.88641	2194
292.90744	2220
292.92847	2211
292.94946	2221
292.97049	2234
292.99152	2259
293.01254	2260
293.03357	2277
293.05457	2257
293.07559	2291
293.09662	2339
293.11765	2344
293.13864	2341
293.15967	2352
293.18069	2361
293.20172	2406
293.22272	2395
293.24374	2400
293.26477	2407
293.2858	2442
293.30679	2459
293.32782	2467
293.34885	2503
293.36984	2517
293.39087	2551
293.4119	2530
293.43289	2562
293.45392	2590
293.47495	2591
293.49594	2621
293.51697	2644
293.53799	2665
293.55899	2661
293.58002	2706
293.60101	2736
293.62204	2748
293.64307	2744
293.66406	2793
293.68509	2819
293.70609	2801
293.72711	2858
293.74814	2880
293.76913	2889
293.79016	2929
293.81116	2948
293.83218	2975
293.85318	3023
293.87421	3034
293.8952	3074
293.91623	3138
293.93723	3128
293.95825	3137
293.97925	3172
294.00027	3202
294.02127	3228
294.0423	3275
294.06329	3278
294.08429	3370
294.10532	3372
294.12631	3408
294.14734	3442
294.16833	3471
294.18936	3539
294.21036	3533
294.23135	3569
294.25238	3636
294.27338	3720
294.29437	3708
294.3154	3743
294.3364	3841
294.35742	3862
294.37842	3910
294.39941	3922
294.42044	4025
294.44144	4067
294.46243	4137
294.48343	4135
294.50446	4226
294.52545	4323
294.54645	4342
294.56747	4457
294.58847	4497
294.60947	4578
294.63046	4645
294.65149	4676
294.67249	4748
294.69348	4885
294.71448	4934
294.73547	4987
294.7565	5098
294.7775	5201
294.79849	5219
294.81949	5322
294.84048	5457
294.86151	5567
294.88251	5608
294.9035	5674
294.9245	5840
294.9455	5964
294.96649	6017
294.98752	6075
295.00851	6249
295.02951	6403
295.05051	6466
295.0715	6552
295.0925	6721
295.11349	6866
295.13449	6936
295.15549	7081
295.17648	7250
295.19748	7372
295.21848	7442
295.23947	7591
295.26047	7833
295.28149	7924
295.30249	7990
295.32349	8144
295.34448	8349
295.36548	8452
295.38647	8608
295.40747	8786
295.42844	8997
295.44943	9133
295.47043	9165
295.49142	9392
295.51242	9656
295.53342	9808
295.55441	9864
295.57541	10027
295.59641	10265
295.6174	10338
295.6384	10408
295.65939	10631
295.68039	10834
295.70135	10915
295.72235	11112
295.74335	11265
295.76434	11539
295.78534	11643
295.80634	11736
295.82733	11956
295.8483	12243
295.86929	12309
295.89029	12413
295.91129	12631
295.93228	12900
295.95325	13007
295.97424	13161
295.99524	13420
296.01624	13634
296.03723	13712
296.0582	13881
296.07919	14072
296.10019	14309
296.12115	14375
296.14215	14526
296.16315	14803
296.18414	15082
296.20511	15179
296.2261	15380
296.2471	15627
296.26807	15863
296.28906	15966
296.31006	16251
296.33102	16424
296.35202	16719
296.37302	16865
296.39398	17040
296.41498	17446
296.43597	17745
296.45694	17860
296.47794	18187
296.4989	18549
296.5199	18842
296.54089	18887
296.56186	19166
296.58286	19638
296.60382	19882
296.62482	20107
296.64578	20419
296.66678	20910
296.68774	21217
296.70874	21521
296.72971	21807
296.7507	22274
296.77167	22676
296.79266	22901
296.81363	23274
296.83463	23905
296.85559	24260
296.87659	24647
296.89755	25072
296.91855	25691
296.93951	26210
296.96051	26570
296.98148	27008
297.00244	27737
297.02344	28377
297.0444	28613
297.0654	29287
297.08636	30086
297.10733	30760
297.12833	31223
297.14929	31915
297.17029	32849
297.19125	33718
297.21222	34358
297.23322	35103
297.25418	35998
297.27515	36883
297.29614	37489
297.31711	38475
297.33807	39459
297.35904	40602
297.38004	41525
297.401	42540
297.42197	43617
297.44296	45235
297.46393	46243
297.48489	47734
297.50586	49109
297.52686	49602
297.54782	49991
297.56879	50295
297.58975	50532
297.61072	50755
297.63171	50932
297.65268	51093
297.67365	51260
297.69461	51382
297.71558	51495
297.73654	51604
297.75754	51706
297.7785	51792
297.79947	51874
297.82043	51954
297.8414	52025
297.86237	52095
297.88333	52158
297.9043	52203
297.92526	52265
297.94626	52325
297.96722	52365
297.98819	52391
298.00916	52440
298.03012	52476
298.05109	52530
298.07205	52549
298.09302	52592
298.11398	52624
298.13495	52653
298.15591	52689
298.17688	52717
298.19785	52737
298.21881	52776
298.23978	52789
298.26074	52818
298.28171	52843
298.30267	52857
298.32364	52877
298.3446	52907
298.36557	52930
298.38654	52944
298.40747	52970
298.42844	52962
298.4494	52989
298.47037	53011
298.49133	53025
298.5123	53031
298.53326	53051
298.55423	53068
298.5752	53074
298.59613	53100
298.6171	53109
298.63806	53125
298.65903	53131
298.67999	53139
298.70093	53152
298.72189	53159
298.74286	53194
298.76382	53191
298.78479	53196
298.80573	53188
298.82669	53212
298.84766	53213
298.86862	53234
298.88956	53219
298.91052	53237
298.93149	53223
298.95245	53274
298.97339	53260
298.99435	53272
299.01532	53275
299.03625	53283
299.05722	53295
299.07819	53292
299.09912	53317
299.12009	53304
299.14105	53307
299.16199	53309
299.18295	53323
299.20392	53336
299.22485	53338
299.24582	53330
299.26675	53339
299.28772	53353
299.30869	53364
299.32962	53362
299.35059	53354
299.37152	53362
299.39249	53369
299.41342	53376
299.43439	53381
299.45535	53375
299.47629	53380
299.49725	53391
299.51819	53390
299.53915	53405
299.56009	53394
299.58105	53398
299.60199	53415
299.62296	53418
299.64389	53401
299.66483	53415
299.68579	53415
299.70673	53411
299.72769	53424
299.74863	53420
299.76959	53431
299.79053	53435
299.81146	53437
299.83243	53444
299.85336	53441
299.87433	53449
299.89526	53452
299.9162	53451
299.93716	53457
299.9581	53448
299.97903	53458
300	53465
300.02094	53472
300.04187	53459
300.06284	53488
300.08377	53474
300.10471	53457
300.12567	53480
300.14661	53485
300.16754	53480
300.18848	53487
300.20944	53496
300.23038	53488
300.25131	53488
300.27225	53506
300.29321	53498
300.31415	53501
300.33508	53488
300.35602	53504
300.37698	53511
300.39792	53505
300.41885	53502
300.43979	53515
300.46072	53507
300.48166	53508
300.50262	53525
300.52356	53518
300.54449	53528
300.56543	53535
300.58636	53516
300.6073	53528
300.62823	53531
300.64917	53539
300.67014	53546
300.69107	53540
300.71201	53533
300.73294	53559
300.75388	53542
300.77481	53548
300.79575	53525
300.81668	53543
300.83762	53549
300.85855	53552
300.87949	53555
300.90042	53554
300.92136	53566
300.94229	53548
300.96323	53555
300.98416	53568
301.0051	53539
301.02603	53552
301.04697	53560
301.0679	53560
301.08884	53556
301.10977	53556
301.13071	53571
301.15161	53571
301.17255	53566
301.19348	53568
301.21442	53558
301.23535	53577
301.25629	53574
301.27722	53556
301.29816	53574
301.31906	53571
301.34	53595
301.36093	53573
301.38187	53577
301.4028	53591
301.42374	53570
301.44464	53579
301.46558	53588
301.48651	53577
301.50745	53569
301.52838	53579
301.54929	53590
301.57022	53585
301.59116	53582
301.61209	53577
301.633	53570
301.65393	53591
301.67487	53581
301.69577	53581
301.71671	53570
301.73764	53578
301.75858	53585
301.77948	53563
301.80042	53568
301.82135	53566
301.84225	53564
301.86319	53545
301.88409	53547
301.90503	53541
301.92596	53522
301.94687	53511
301.9678	53492
301.98874	53489
302.00964	53476
302.03058	53464
302.05148	53456
302.07242	53426
302.09332	53393
302.11426	53384
302.13519	53339
302.1561	53302
302.17703	53255
302.19794	53202
302.21887	53139
302.23978	53067
302.26071	52994
302.28162	52857
302.30255	52732
302.32346	52546
302.34439	52320
302.3653	52014
302.38623	51553
302.40714	50595
302.42804	37870
302.44897	34106
302.46988	33150
302.49081	32287
302.51172	31519
302.53262	30758
302.55356	29839
302.57446	29194
302.5954	28508
302.6163	27688
302.63721	27044
302.65814	26482
302.67905	25837
302.69995	25271
302.72089	24703
302.74179	24117
302.7627	23620
302.78363	23066
302.80453	22621
302.82544	22022
302.84634	21625
302.86728	21153
302.88818	20702
302.90909	20274
302.92999	19876
302.95093	19458
302.97183	19222
302.99274	18705
303.01364	18389
303.03458	17985
303.05548	17651
303.07639	17334
303.09729	16992
303.11819	16755
303.13913	16497
303.16003	16171
303.18094	15863
303.20184	15658
303.22275	15325
303.24365	15085
303.26456	14811
303.28546	14555
303.3064	14341
303.3273	14196
303.34821	13918
303.36911	13667
303.39001	13539
303.41092	13321
303.43182	13009
303.45273	12836
303.47363	12640
303.49454	12513
303.51544	12336
303.53635	12137
303.55725	11973
303.57816	11814
303.59906	11614
303.61996	11475
303.64087	11321
303.66177	11163
303.68268	10947
303.70358	10814
303.72449	10665
303.74539	10565
303.7663	10418
303.7872	10282
303.80811	10167
303.82901	10071
303.84991	9990
303.87079	9816
303.89169	9675
303.9126	9619
303.9335	9481
303.95441	9351
303.97531	9233
303.99622	9100
304.01709	8995
304.03799	9003
304.0589	8853
304.0798	8741
304.10071	8673
304.12161	8532
304.14249	8462
304.16339	8358
304.1843	8229
304.2052	8106
304.22607	8080
304.24698	7964
304.26788	7915
304.28879	7802
304.30966	7726
304.33057	7676
304.35147	7587
304.37234	7563
304.39325	7404
304.41415	7368
304.43503	7285
304.45593	7229
304.47684	7173
304.49771	7102
304.51862	7001
304.53952	6959
304.56039	6875
304.5813	6839
304.6022	6768
304.62308	6732
304.64398	6680
304.66486	6558
304.68576	6503
304.70667	6463
304.72754	6472
304.74844	6371
304.76932	6340
304.79022	6307
304.8111	6229
304.832	6220
304.85287	6159
304.87378	6075
304.89465	6024
304.91556	5990
304.93643	5906
304.95734	5931
304.97821	5864
304.99911	5809
305.01999	5793
305.04089	5714
305.06177	5713
305.08264	5643
305.10355	5607
305.12442	5556
305.14532	5515
305.1662	5487
305.18707	5436
305.20798	5402
305.22885	5398
305.24976	5345
305.27063	5282
305.2915	5219
305.31241	5227
305.33328	5158
305.35416	5147
305.37506	5109
305.39594	5066
305.41681	5077
305.43768	5004
305.45859	4967
305.47946	4953
305.50034	4903
305.52124	4877
305.54211	4818
305.56299	4809
305.58386	4787
305.60477	4725
305.62564	4685
305.64651	4667
305.66739	4633
305.68826	4615
305.70917	4580
305.73004	4552
305.75092	4528
305.77179	4520
305.79266	4483
305.81354	4434
305.83441	4415
305.85532	4351
305.87619	4364
305.89706	4351
305.91794	4302
305.93881	4303
305.95969	4283
305.98056	4264
306.00143	4199
306.02231	4153
306.04318	4176
306.06406	4130
306.08493	4099
306.10583	4062
306.12671	4073
306.14758	4018
306.16846	3997
306.18933	3993
306.21021	3972
306.23108	3933
306.25195	3907
306.2728	3862
306.29367	3864
306.31454	3850
306.33542	3805
306.35629	3783
306.37717	3761
306.39804	3792
306.41891	3735
306.43979	3722
306.46066	3684
306.48154	3653
306.50241	3615
306.52325	3619
306.54413	3603
306.565	3586
306.58588	3552
306.60675	3540
306.62762	3502
306.64847	3513
306.66934	3503
306.69022	3460
306.71109	3458
306.73196	3417
306.75281	3409
306.77368	3379
306.79456	3366
306.81543	3369
306.83627	3313
306.85715	3332
306.87802	3276
306.8989	3274
306.91974	3288
306.94061	3269
306.96149	3247
306.98233	3230
307.0032	3218
307.02408	3203
307.04492	3187
307.0658	3164
307.08667	3153
307.10751	3108
307.12839	3131
307.14926	3099
307.1701	3070
307.19098	3097
307.21185	3059
307.2327	3047
307.25357	3031
307.27441	3006
307.29529	3007
307.31613	2968
307.33701	2963
307.35785	2971
307.37872	2953
307.3996	2945
307.42044	2898
307.44131	2903
307.46216	2887
307.48303	2888
307.50388	2868
307.52475	2848
307.54559	2815
307.56644	2811
307.58731	2805
307.60815	2769
307.62903	2791
307.64987	2765
307.67075	2765
307.69159	2747
307.71243	2738
307.73331	2725
307.75415	2690
307.77502	2706
307.79587	2682
307.81671	2671
307.83759	2677
307.85843	2653
307.87927	2629
307.90015	2638
307.92099	2634
307.94183	2602
307.96271	2583
307.98355	2592
308.00439	2601
308.02524	2565
308.04611	2563
308.06696	2550
308.0878	2549
308.10864	2533
308.12952	2531
308.15036	2526
308.1712	2483
308.19205	2493
308.21292	2480
308.23376	2472
308.25461	2460
308.27545	2441
308.2963	2443
308.31714	2444
308.33801	2430
308.35886	2434
308.3797	2431
308.40054	2421
308.42139	2381
308.44223	2390
308.46307	2351
308.48392	2353
308.50479	2365
308.52563	2340
308.54648	2345
308.56732	2338
308.58817	2312
308.60901	2313
308.62985	2304
308.6507	2287
308.67154	2293
308.69238	2271
308.71323	2278
308.73407	2257
308.75491	2262
308.77576	2226
308.7966	2210
308.81744	2207
308.83829	2219
308.85913	2191
308.87997	2199
308.90082	2175
308.92166	2170
308.94247	2183
308.96332	2153
308.98416	2147
309.005	2139
309.02585	2116
309.04669	2126
309.06754	2111
309.08838	2105
309.10919	2092
309.13004	2079
309.15088	2063
309.17172	2075
309.19257	2062
309.21341	2044
309.23422	2024
309.25507	2018
309.27591	2019
309.29675	2044
309.31757	2027
309.33841	1996
309.35925	1997
309.3801	1973
309.40091	1975
309.42175	1981
309.4426	1967
309.46344	1969
309.48425	1938
309.5051	1964
309.52594	1950
309.54675	1930
309.5676	1926
309.58844	1921
309.60925	1896
309.6301	1914
309.65094	1901
309.67175	1887
309.6926	1882
309.71341	1860
309.73425	1874
309.7551	1870
309.77591	1854
309.79675	1852
309.81757	1844
309.83841	1822
309.85922	1834
309.88007	1838
309.90088	1836
309.92172	1833
309.94254	1813
309.96338	1797
309.98419	1810
310.00504	1786
310.02585	1780
310.04669	1763
310.0675	1760
310.08835	1770
310.10916	1733
310.13	1719
310.15082	1731
310.17166	1723
310.19247	1709
310.21329	1710
310.23413	1711
310.25494	1690
310.27579	1704
310.2966	1699
310.31741	1687
310.33826	1669
310.35907	1661
310.37988	1652
310.40073	1655
310.42154	1644
310.44235	1661
310.4632	1632
310.48401	1642
310.50482	1636
310.52563	1637
310.54648	1611
310.56729	1611
310.5881	1606
310.60892	1589
310.62976	1608
310.65057	1589
310.67139	1596
310.6922	1590
310.71304	1576
310.73386	1589
310.75467	1571
310.77548	1562
310.7963	1550
310.81711	1553
310.83795	1558
310.85876	1543
310.87958	1532
310.90039	1545
310.9212	1527
310.94202	1513
310.96283	1524
310.98364	1521
311.00446	1524
311.02527	1506
311.04611	1491
311.06693	1518
311.08774	1491
311.10855	1504
311.12936	1497
311.15018	1490
311.17099	1493
311.1918	1492
311.21262	1484
311.23343	1491
311.25424	1454
311.27505	1470
311.29587	1479
311.31668	1467
311.33749	1459
311.35831	1448
311.37909	1425
311.3999	1440
311.42072	1443
311.44153	1433
311.46234	1425
311.48315	1433
311.50397	1415
311.52478	1416
311.54559	1403
311.56638	1393
311.58719	1394
311.608	1388
311.62881	1385
311.64963	1401
311.67044	1385
311.69122	1384
311.71204	1371
311.73285	1369
311.75366	1348
311.77444	1357
311.79526	1335
311.81607	1355
311.83688	1338
311.85767	1338
311.87848	1336
311.89929	1329
311.9201	1336
311.94089	1315
311.9617	1322
311.98251	1314
312.0033	1294
312.02411	1297
312.04492	1299
312.0657	1282
312.08652	1295
312.10733	1298
312.12811	1289
312.14893	1274
312.16971	1270
312.19052	1287
312.21133	1275
312.23212	1272
312.25293	1244
312.27371	1259
312.29453	1263
312.31531	1245
312.33612	1261
312.3569	1245
312.37772	1241
312.39853	1243
312.41931	1234
312.44009	1227
312.46091	1230
312.48169	1238
312.5025	1224
312.52328	1217
312.5441	1243
312.56488	1225
312.58569	1225
312.60648	1236
312.62729	1218
312.64807	1213
312.66885	1221
312.68967	1221
312.71045	1211
312.73123	1200
312.75204	1197
312.77283	1202
312.79364	1208
312.81442	1195
312.83521	1205
312.85602	1197
312.8768	1187
312.89758	1194
312.91837	1199
312.93918	1202
312.95996	1203
312.98074	1201
313.00156	1193
313.02234	1184
313.04312	1194
313.0639	1188
313.08472	1168
313.1055	1169
313.12628	1189
313.14706	1175
313.16785	1156
313.18866	1180
313.20944	1161
313.23022	1163
313.25101	1172
313.27179	1162
313.29257	1161
313.31335	1158
313.33417	1148
313.35495	1153
313.37573	1156
313.39651	1148
313.4173	1140
313.43808	1140
313.45886	1140
313.47964	1143
313.50043	1145
313.52121	1125
313.54199	1132
313.56277	1129
313.58356	1136
313.60434	1107
313.62512	1122
313.6459	1130
313.66669	1105
313.68747	1123
313.70825	1106
313.72903	1118
313.74982	1101
313.7706	1098
313.79138	1085
313.81216	1101
313.83295	1106
313.85373	1089
313.87451	1085
313.89529	1077
313.91605	1091
313.93683	1081
313.95761	1094
313.97839	1076
313.99918	1073
314.01996	1071
314.04074	1085
314.06149	1080
314.08228	1065
314.10306	1065
314.12384	1081
314.14462	1082
314.16537	1079
314.18616	1082
314.20694	1076
314.22772	1047
314.24847	1061
314.26926	1070
314.29004	1072
314.31082	1054
314.33157	1068
314.35236	1050
314.37314	1049
314.39389	1041
314.41467	1046
314.43546	1043
314.45621	1050
314.47699	1066
314.49777	1037
314.51852	1047
314.53931	1040
314.56006	1038
314.58084	1031
314.60162	1020
314.62238	1039
314.64316	1039
314.66391	1018
