Date and Time:                Sat Nov 11 15:36:25.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.45877	400
278.47992	397
278.50107	388
278.52225	389
278.5434	388
278.56454	394
278.58572	377
278.60687	390
278.62802	384
278.6492	387
278.67035	389
278.6915	392
278.71268	387
278.73383	391
278.75497	384
278.77615	388
278.7973	389
278.81845	387
278.83963	396
278.86078	393
278.88193	388
278.90308	384
278.92426	394
278.9454	388
278.96655	382
278.9877	399
279.00888	391
279.03003	385
279.05118	381
279.07233	377
279.09348	379
279.11465	393
279.1358	377
279.15695	381
279.1781	387
279.19925	392
279.22043	384
279.24158	381
279.26273	389
279.28387	391
279.30502	382
279.32617	390
279.34732	381
279.3685	384
279.38965	400
279.4108	386
279.43195	385
279.45309	376
279.47424	393
279.49539	376
279.51654	377
279.53769	385
279.55884	379
279.58002	382
279.60117	389
279.62231	393
279.64346	386
279.66461	397
279.68576	383
279.70691	378
279.72806	378
279.74921	381
279.77036	386
279.7915	378
279.81265	379
279.8338	384
279.85495	376
279.8761	389
279.89725	389
279.9184	380
279.93954	381
279.96069	376
279.98184	391
280.00299	380
280.02411	384
280.04526	388
280.06641	384
280.08755	382
280.1087	388
280.12985	379
280.151	374
280.17215	381
280.1933	382
280.21445	373
280.23557	380
280.25671	381
280.27786	382
280.29901	385
280.32016	385
280.34131	377
280.36246	381
280.38358	380
280.40472	382
280.42587	380
280.44702	374
280.46817	372
280.48929	380
280.51044	376
280.53159	375
280.55273	376
280.57388	380
280.595	377
280.61615	377
280.6373	382
280.65845	372
280.67957	380
280.70071	377
280.72186	382
280.74301	379
280.76413	395
280.78528	373
280.80643	373
280.82755	380
280.84869	378
280.86984	376
280.89096	374
280.91211	377
280.93326	378
280.95438	377
280.97552	378
280.99667	372
281.01779	373
281.03894	373
281.06009	376
281.08121	376
281.10236	381
281.12347	377
281.14462	375
281.16577	373
281.18689	379
281.20804	377
281.22916	379
281.25031	368
281.27145	381
