Date and Time:                Tue Apr 26 16:41:31.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	25512
338.81461	24543
338.83545	24755
338.85629	24850
338.87714	25073
338.89798	25075
338.91882	24908
338.93967	24964
338.96051	25275
338.98132	25428
339.00217	25465
339.02301	25380
339.04385	25516
339.0647	25511
339.08554	25591
339.10638	25336
339.12723	25362
339.14807	25845
339.16891	25987
339.18976	25782
339.2106	25617
339.23145	25568
339.25226	25706
339.2731	25563
339.29395	25378
339.31479	25329
339.33563	25350
339.35648	25286
339.37732	25199
339.39813	25242
339.41898	25561
339.43982	25652
339.46066	25632
339.48151	25712
339.50232	25534
339.52316	25349
339.54401	25210
339.56485	25237
339.58566	25477
339.60651	25485
339.62735	25336
339.64819	25521
339.66901	25751
339.68985	25700
339.71069	25593
339.73154	25486
339.75235	25400
339.77319	25325
339.79404	25299
339.81485	25500
339.83569	25686
339.85654	25774
339.87735	25747
339.89819	25643
339.91904	25447
339.93985	25357
339.96069	25288
339.98154	25388
340.00235	25447
340.02319	25385
340.04404	25236
340.06485	25184
340.08569	25176
340.10651	25158
340.12735	25109
340.14816	25119
340.16901	25080
340.18985	24901
340.21066	24863
340.23151	24789
340.25232	24938
340.27316	24841
340.29398	24644
340.31482	24649
340.33563	24873
340.35648	24769
340.37729	24648
340.39813	24570
340.41895	24392
340.43979	24436
340.4606	24283
340.48145	24081
340.50226	24085
340.5231	23976
340.54391	23860
340.56476	23988
340.58557	24082
340.60638	24040
340.62723	23899
340.64804	23943
340.66888	23800
340.6897	23841
340.71051	24068
340.73135	24197
340.75217	24252
340.77301	24316
340.79382	24232
340.81464	24234
340.83548	24300
340.85629	24263
340.87711	24206
340.89795	24285
340.91876	24355
340.93958	24249
340.96042	24217
340.98123	24073
341.00204	24059
341.02286	24060
341.0437	24066
341.06451	24243
341.08533	24500
341.10617	24770
341.12698	24616
341.1478	24490
341.16861	24430
341.18945	24576
341.21027	24736
