Date and Time:                Tue Apr 26 16:45:18.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	20105
338.81461	19304
338.83545	19519
338.85629	19499
338.87714	19757
338.89798	19700
338.91882	19613
338.93967	19542
338.96051	19893
338.98132	19817
339.00217	19849
339.02301	19912
339.04385	19947
339.0647	20055
339.08554	20094
339.10638	19824
339.12723	19874
339.14807	20241
339.16891	20420
339.18976	20285
339.2106	20070
339.23145	20082
339.25226	20270
339.2731	20234
339.29395	20019
339.31479	20081
339.33563	20090
339.35648	20033
339.37732	20097
339.39813	20156
339.41898	20406
339.43982	20547
339.46066	20618
339.48151	20670
339.50232	20647
339.52316	20551
339.54401	20479
339.56485	20540
339.58566	20716
339.60651	20775
339.62735	20802
339.64819	20937
339.66901	21145
339.68985	21285
339.71069	21197
339.73154	21166
339.75235	21158
339.77319	21112
339.79404	21186
339.81485	21271
339.83569	21534
339.85654	21645
339.87735	21728
339.89819	21732
339.91904	21541
339.93985	21479
339.96069	21537
339.98154	21653
340.00235	21741
340.02319	21762
340.04404	21638
340.06485	21608
340.08569	21737
340.10651	21669
340.12735	21688
340.14816	21727
340.16901	21723
340.18985	21616
340.21066	21588
340.23151	21510
340.25232	21586
340.27316	21556
340.29398	21490
340.31482	21505
340.33563	21555
340.35648	21570
340.37729	21453
340.39813	21394
340.41895	21308
340.43979	21242
340.4606	21124
340.48145	21002
340.50226	20922
340.5231	20813
340.54391	20779
340.56476	20867
340.58557	20835
340.60638	20846
340.62723	20751
340.64804	20698
340.66888	20684
340.6897	20662
340.71051	20707
340.73135	20851
340.75217	20982
340.77301	20893
340.79382	20802
340.81464	20782
340.83548	20790
340.85629	20797
340.87711	20781
340.89795	20760
340.91876	20786
340.93958	20689
340.96042	20489
340.98123	20442
341.00204	20452
341.02286	20401
341.0437	20388
341.06451	20415
341.08533	20754
341.10617	20916
341.12698	20777
341.1478	20613
341.16861	20544
341.18945	20614
341.21027	20677
