Date and Time:                Tue Apr 26 16:30:55.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.05
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	23263
338.81461	22248
338.83545	22420
338.85629	22502
338.87714	22602
338.89798	22573
338.91882	22374
338.93967	22351
338.96051	22602
338.98132	22677
339.00217	22596
339.02301	22506
339.04385	22568
339.0647	22573
339.08554	22487
339.10638	22295
339.12723	22319
339.14807	22671
339.16891	22739
339.18976	22616
339.2106	22368
339.23145	22304
339.25226	22436
339.2731	22251
339.29395	22056
339.31479	21967
339.33563	22030
339.35648	21903
339.37732	21888
339.39813	21916
339.41898	22101
339.43982	22261
339.46066	22234
339.48151	22262
339.50232	22152
339.52316	22020
339.54401	21867
339.56485	21885
339.58566	22102
339.60651	22084
339.62735	21976
339.64819	22125
339.66901	22405
339.68985	22414
339.71069	22325
339.73154	22232
339.75235	22148
339.77319	22088
339.79404	22135
339.81485	22238
339.83569	22483
339.85654	22600
339.87735	22643
339.89819	22492
339.91904	22375
339.93985	22457
339.96069	22359
339.98154	22455
340.00235	22593
340.02319	22638
340.04404	22530
340.06485	22440
340.08569	22513
340.10651	22489
340.12735	22464
340.14816	22502
340.16901	22533
340.18985	22428
340.21066	22436
340.23151	22418
340.25232	22495
340.27316	22478
340.29398	22418
340.31482	22386
340.33563	22571
340.35648	22571
340.37729	22502
340.39813	22450
340.41895	22380
340.43979	22302
340.4606	22252
340.48145	22097
340.50226	22138
340.5231	22024
340.54391	22015
340.56476	22122
340.58557	22170
340.60638	22119
340.62723	22096
340.64804	22049
340.66888	22086
340.6897	22047
340.71051	22267
340.73135	22411
340.75217	22523
340.77301	22534
340.79382	22354
340.81464	22491
340.83548	22523
340.85629	22505
340.87711	22491
340.89795	22589
340.91876	22565
340.93958	22577
340.96042	22411
340.98123	22337
341.00204	22353
341.02286	22304
341.0437	22312
341.06451	22479
341.08533	22777
341.10617	22934
341.12698	22879
341.1478	22657
341.16861	22610
341.18945	22784
