Date and Time:                Tue Apr 26 16:46:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.05
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	22975
338.81461	22018
338.83545	22194
338.85629	22165
338.87714	22430
338.89798	22377
338.91882	22133
338.93967	22152
338.96051	22379
338.98132	22384
339.00217	22319
339.02301	22342
339.04385	22310
339.0647	22419
339.08554	22295
339.10638	22081
339.12723	22073
339.14807	22456
339.16891	22545
339.18976	22341
339.2106	22144
339.23145	22074
339.25226	22147
339.2731	22100
339.29395	21832
339.31479	21733
339.33563	21739
339.35648	21735
339.37732	21630
339.39813	21625
339.41898	21921
339.43982	21898
339.46066	21945
339.48151	21988
339.50232	21902
339.52316	21789
339.54401	21657
339.56485	21690
339.58566	21876
339.60651	21880
339.62735	21764
339.64819	21877
339.66901	22140
339.68985	22242
339.71069	22075
339.73154	22021
339.75235	21940
339.77319	21983
339.79404	21946
339.81485	22043
339.83569	22250
339.85654	22349
339.87735	22364
339.89819	22308
339.91904	22238
339.93985	22214
339.96069	22189
339.98154	22224
340.00235	22352
340.02319	22347
340.04404	22264
340.06485	22200
340.08569	22262
340.10651	22257
340.12735	22294
340.14816	22253
340.16901	22250
340.18985	22226
340.21066	22175
340.23151	22094
340.25232	22320
340.27316	22298
340.29398	22213
340.31482	22183
340.33563	22356
340.35648	22330
340.37729	22259
340.39813	22202
340.41895	22107
340.43979	22123
340.4606	21967
340.48145	21811
340.50226	21842
340.5231	21795
340.54391	21779
340.56476	21872
340.58557	22014
340.60638	21949
340.62723	21880
340.64804	21869
340.66888	21763
340.6897	21881
340.71051	21944
340.73135	22158
340.75217	22317
340.77301	22353
340.79382	22224
340.81464	22241
340.83548	22274
340.85629	22275
340.87711	22274
340.89795	22356
340.91876	22382
340.93958	22327
340.96042	22185
340.98123	22165
341.00204	22123
341.02286	22040
341.0437	22074
341.06451	22187
341.08533	22592
341.10617	22672
341.12698	22598
341.1478	22439
341.16861	22378
341.18945	22565
