Date and Time:                Tue Apr 26 16:43:06.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	21194
338.81461	20375
338.83545	20473
338.85629	20552
338.87714	20751
338.89798	20796
338.91882	20651
338.93967	20681
338.96051	20894
338.98132	21025
339.00217	20983
339.02301	20978
339.04385	21094
339.0647	21250
339.08554	21198
339.10638	21056
339.12723	21139
339.14807	21519
339.16891	21665
339.18976	21410
339.2106	21304
339.23145	21318
339.25226	21439
339.2731	21538
339.29395	21313
339.31479	21287
339.33563	21321
339.35648	21349
339.37732	21328
339.39813	21439
339.41898	21669
339.43982	21813
339.46066	21871
339.48151	21978
339.50232	21898
339.52316	21739
339.54401	21707
339.56485	21794
339.58566	21960
339.60651	22009
339.62735	21966
339.64819	22111
339.66901	22367
339.68985	22529
339.71069	22445
339.73154	22432
339.75235	22348
339.77319	22372
339.79404	22387
339.81485	22515
339.83569	22786
339.85654	22866
339.87735	22903
339.89819	22874
339.91904	22817
339.93985	22771
339.96069	22705
339.98154	22831
340.00235	22934
340.02319	22925
340.04404	22810
340.06485	22750
340.08569	22773
340.10651	22789
340.12735	22834
340.14816	22786
340.16901	22726
340.18985	22721
340.21066	22655
340.23151	22585
340.25232	22750
340.27316	22644
340.29398	22561
340.31482	22510
340.33563	22588
340.35648	22681
340.37729	22557
340.39813	22465
340.41895	22319
340.43979	22206
340.4606	22043
340.48145	21990
340.50226	21922
340.5231	21812
340.54391	21820
340.56476	21881
340.58557	21835
340.60638	21824
340.62723	21701
340.64804	21703
340.66888	21576
340.6897	21583
340.71051	21690
340.73135	21886
340.75217	21985
340.77301	21877
340.79382	21752
340.81464	21785
340.83548	21746
340.85629	21728
340.87711	21732
340.89795	21754
340.91876	21715
340.93958	21702
340.96042	21505
340.98123	21468
341.00204	21410
341.02286	21321
341.0437	21280
341.06451	21349
341.08533	21770
341.10617	21850
341.12698	21711
341.1478	21531
341.16861	21599
341.18945	21637
341.21027	21682
