Date and Time:                Tue Apr 26 16:46:51.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	370
338.81461	366
338.83545	363
338.85629	366
338.87714	368
338.89798	367
338.91882	367
338.93967	369
338.96051	360
338.98132	366
339.00217	359
339.02301	368
339.04385	365
339.0647	370
339.08554	366
339.10638	358
339.12723	363
339.14807	362
339.16891	373
339.18976	373
339.2106	367
339.23145	362
339.25226	363
339.2731	360
339.29395	366
339.31479	367
339.33563	369
339.35648	362
339.37732	367
339.39813	358
339.41898	367
339.43982	360
339.46066	360
339.48151	370
339.50232	363
339.52316	371
339.54401	365
339.56485	367
339.58566	368
339.60651	368
339.62735	352
339.64819	368
339.66901	367
339.68985	357
339.71069	359
339.73154	367
339.75235	357
339.77319	369
339.79404	365
339.81485	355
339.83569	365
339.85654	359
339.87735	360
339.89819	366
339.91904	366
339.93985	372
339.96069	362
339.98154	364
340.00235	366
340.02319	350
340.04404	359
340.06485	363
340.08569	371
340.10651	355
340.12735	363
340.14816	362
340.16901	364
340.18985	363
340.21066	376
340.23151	367
340.25232	364
340.27316	368
340.29398	367
340.31482	360
340.33563	359
340.35648	363
340.37729	359
340.39813	356
340.41895	355
340.43979	361
340.4606	356
340.48145	362
340.50226	354
340.5231	361
340.54391	354
340.56476	360
340.58557	361
340.60638	358
340.62723	362
340.64804	352
340.66888	354
340.6897	355
340.71051	359
340.73135	358
340.75217	354
340.77301	353
340.79382	359
340.81464	354
340.83548	360
340.85629	354
340.87711	358
340.89795	361
340.91876	351
340.93958	362
340.96042	343
340.98123	357
341.00204	351
341.02286	359
341.0437	364
341.06451	367
341.08533	360
341.10617	359
341.12698	357
341.1478	353
341.16861	351
341.18945	350
341.21027	354
341.23108	359
341.25189	356
341.27271	355
341.29355	346
341.31436	360
341.33517	352
341.35599	353
341.3768	352
341.39761	355
341.41846	356
341.43927	355
341.46008	355
341.4809	360
341.50171	358
341.52252	362
341.54333	349
