Date and Time:                Sat Jan 28 14:51:32.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	304
318.6994	302
318.72034	301
318.7413	303
318.76227	303
318.7832	300
318.80417	296
318.8251	299
318.84607	296
318.867	297
318.88797	299
318.90891	295
318.92987	301
318.95081	298
318.97177	308
318.99271	303
319.01367	304
319.03461	307
319.05557	298
319.07651	303
319.09747	304
319.11841	304
319.13937	298
319.16031	301
319.18127	304
319.20221	300
319.22318	300
319.24411	305
319.26505	302
319.28601	303
319.30695	299
319.32791	298
319.34885	296
319.36978	307
319.39075	298
319.41168	304
319.43262	299
319.45358	296
319.47452	300
319.49545	304
319.51642	305
319.53735	304
319.55829	297
319.57925	305
319.60019	304
319.62112	300
319.64209	301
319.66302	296
319.68396	299
319.7049	302
319.72586	297
319.7468	302
319.76773	298
319.78867	303
319.80963	303
319.83057	295
319.8515	306
319.87244	304
319.8934	296
319.91434	306
319.93527	300
319.95621	299
319.97714	301
319.99811	302
320.01904	302
320.03998	306
320.06091	298
320.08185	306
320.10278	301
320.12375	303
320.14468	299
320.16562	301
320.18655	303
320.20749	303
320.22842	296
320.24936	307
320.27029	305
320.29123	301
320.31216	305
320.33313	292
320.35406	300
320.375	297
320.39594	306
320.41687	303
320.43781	308
320.45874	306
320.47968	299
320.50061	303
320.52155	302
320.54248	305
320.56342	304
320.58435	303
320.60529	297
320.62622	301
320.64716	307
320.66809	296
320.68903	300
320.70996	299
320.7309	296
320.75183	302
320.77274	302
320.79367	300
320.81461	302
320.83554	303
320.85648	306
320.87741	304
320.89835	303
320.91928	303
320.94022	304
320.96115	301
320.98206	300
321.00299	301
321.02393	306
321.04486	295
321.0658	303
321.08673	303
321.10764	298
321.12857	303
321.14951	304
321.17044	305
321.19138	297
321.21228	302
321.23322	300
321.25415	301
321.27509	294
321.29602	297
321.31693	306
321.33786	301
321.3588	300
321.37973	295
321.40063	304
321.42157	301
321.4425	307
