Date and Time:                Sat Jan 28 14:49:43.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	761
318.6994	771
318.72034	764
318.7413	782
318.76227	799
318.7832	811
318.80417	826
318.8251	841
318.84607	860
318.867	866
318.88797	894
318.90891	906
318.92987	931
318.95081	951
318.97177	989
318.99271	1025
319.01367	1055
319.03461	1100
319.05557	1155
319.07651	1215
319.09747	1263
319.11841	1330
319.13937	1431
319.16031	1497
319.18127	1604
319.20221	1725
319.22318	1859
319.24411	2009
319.26505	2184
319.28601	2373
319.30695	2616
319.32791	2899
319.34885	3196
319.36978	3512
319.39075	3864
319.41168	4289
319.43262	4802
319.45358	5301
319.47452	5891
319.49545	6507
319.51642	7127
319.53735	7772
319.55829	8495
319.57925	9181
319.60019	9977
319.62112	10758
319.64209	11511
319.66302	12308
319.68396	12833
319.7049	13453
319.72586	13944
319.7468	14578
319.76773	15109
319.78867	15513
319.80963	15964
319.83057	16181
319.8515	16333
319.87244	16619
319.8934	16952
319.91434	17229
319.93527	17464
319.95621	17526
319.97714	17702
319.99811	17758
320.01904	17861
320.03998	17901
320.06091	17989
320.08185	17968
320.10278	17984
320.12375	17929
320.14468	18037
320.16562	18017
320.18655	18022
320.20749	18129
320.22842	18308
320.24936	18408
320.27029	18480
320.29123	18591
320.31216	18740
320.33313	18787
320.35406	18964
320.375	19220
320.39594	19503
320.41687	19834
320.43781	20073
320.45874	20220
320.47968	20327
320.50061	20331
320.52155	20306
320.54248	20419
320.56342	20563
320.58435	20766
320.60529	20864
320.62622	20928
320.64716	21052
320.66809	21161
320.68903	21241
320.70996	21430
320.7309	21660
320.75183	21942
320.77274	21990
320.79367	21850
320.81461	22000
320.83554	22243
320.85648	22494
320.87741	22685
320.89835	22906
320.91928	22963
320.94022	22940
320.96115	22777
320.98206	22814
321.00299	22717
321.02393	22635
321.04486	22644
321.0658	22648
321.08673	22589
321.10764	22325
321.12857	22119
321.14951	21952
