Date and Time:                Sat Jan 28 14:49:55.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	765
318.6994	760
318.72034	775
318.7413	773
318.76227	791
318.7832	820
318.80417	812
318.8251	849
318.84607	862
318.867	874
318.88797	871
318.90891	900
318.92987	936
318.95081	950
318.97177	987
318.99271	1016
319.01367	1035
319.03461	1094
319.05557	1161
319.07651	1195
319.09747	1267
319.11841	1325
319.13937	1402
319.16031	1505
319.18127	1594
319.20221	1717
319.22318	1864
319.24411	1995
319.26505	2168
319.28601	2375
319.30695	2607
319.32791	2849
319.34885	3147
319.36978	3503
319.39075	3856
319.41168	4281
319.43262	4765
319.45358	5296
319.47452	5842
319.49545	6463
319.51642	7073
319.53735	7791
319.55829	8462
319.57925	9151
319.60019	9974
319.62112	10730
319.64209	11464
319.66302	12186
319.68396	12789
319.7049	13387
319.72586	13897
319.7468	14498
319.76773	15017
319.78867	15498
319.80963	15915
319.83057	16187
319.8515	16304
319.87244	16617
319.8934	16882
319.91434	17227
319.93527	17413
319.95621	17463
319.97714	17681
319.99811	17760
320.01904	17840
320.03998	17847
320.06091	17927
320.08185	17974
320.10278	17912
320.12375	17852
320.14468	17971
320.16562	17978
320.18655	18020
320.20749	18150
320.22842	18269
320.24936	18357
320.27029	18478
320.29123	18574
320.31216	18710
320.33313	18696
320.35406	18891
320.375	19159
320.39594	19525
320.41687	19801
320.43781	19994
320.45874	20170
320.47968	20248
320.50061	20324
320.52155	20230
320.54248	20333
320.56342	20507
320.58435	20682
320.60529	20887
320.62622	20868
320.64716	21008
320.66809	21106
320.68903	21248
320.70996	21457
320.7309	21660
320.75183	21927
320.77274	21934
320.79367	21837
320.81461	21975
320.83554	22161
320.85648	22545
320.87741	22676
320.89835	22853
320.91928	22957
320.94022	22823
320.96115	22663
320.98206	22816
321.00299	22689
321.02393	22521
321.04486	22512
321.0658	22598
321.08673	22464
321.10764	22313
321.12857	22115
321.14951	21919
