Date and Time:                Sat Jan 28 15:15:09.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         20
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              380
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



358.91272	51215
358.93347	51439
358.95419	51656
358.97491	51806
358.99567	51943
359.01639	52067
359.03711	52179
359.05786	52237
359.07858	52307
359.0993	52372
359.12003	52422
359.14078	52459
359.1615	52483
359.18222	52503
359.20294	52503
359.22369	52508
359.24442	52479
359.26514	52446
359.28586	52391
359.30658	52313
359.32733	52215
359.34805	52043
359.36877	51804
359.3895	51404
359.41022	50535
359.43094	40812
359.45169	30190
359.47241	30483
359.49313	29844
359.51385	29347
359.53458	28992
359.5553	28579
359.57602	28014
359.59674	27170
359.61749	26489
359.63821	26412
359.65894	26510
359.67966	26867
359.70038	27497
359.7211	27183
359.74182	26523
359.76254	25907
359.78326	25756
359.80399	25747
359.82471	25329
359.84543	24826
359.86615	25316
359.88687	25321
359.90759	24419
359.92831	23985
359.94904	24403
359.96976	24808
359.99048	24689
360.0112	24993
360.03192	25998
360.05264	26217
360.07336	24697
360.09409	24308
360.11481	24732
360.13553	25929
360.15625	24839
360.17694	24111
360.19766	24633
360.21838	25089
360.23911	25288
360.25983	25142
360.28055	25028
360.30127	24832
360.32199	24554
360.34268	24491
360.3634	24596
360.38412	24404
360.40485	24236
360.42557	23756
360.44626	23310
360.46698	22566
360.4877	22451
360.50842	22733
360.52914	22932
360.54984	23031
360.57056	22761
360.59128	22512
360.612	22656
360.63269	22686
360.65341	22570
360.67413	22077
360.69485	21846
360.71555	22493
360.73627	22721
360.75699	22987
360.77768	22925
360.7984	22630
360.81912	22664
360.83981	22434
360.86053	22163
360.88126	22057
360.90195	22090
360.92267	22104
360.94339	22633
360.96408	22916
360.9848	22728
361.00552	22654
361.02621	22947
361.04694	23863
361.06763	24219
361.08835	24053
361.10907	23992
361.12976	24397
361.15048	24717
361.17117	23987
361.19189	23500
361.21259	23553
361.23331	23264
361.254	22878
361.27472	22718
361.29541	22175
361.31613	21787
