Date and Time:                Sat Jan 28 15:16:24.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              380
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



358.91272	46605
358.93347	45802
358.95419	47081
358.97491	47474
358.99567	47477
359.01639	47722
359.03711	47632
359.05786	47589
359.07858	47421
359.0993	47308
359.12003	47095
359.14078	46721
359.1615	46287
359.18222	46505
359.20294	46226
359.22369	46302
359.24442	46251
359.26514	46281
359.28586	46257
359.30658	46097
359.32733	46221
359.34805	46191
359.36877	45800
359.3895	45950
359.41022	45632
359.43094	45524
359.45169	45649
359.47241	45242
359.49313	45289
359.51385	45442
359.53458	45394
359.5553	45481
359.57602	45534
359.59674	45494
359.61749	45247
359.63821	45506
359.65894	45375
359.67966	45373
359.70038	45409
359.7211	45771
359.74182	45371
359.76254	45439
359.78326	45159
359.80399	45118
359.82471	45061
359.84543	45164
359.86615	45037
359.88687	45003
359.90759	44895
359.92831	44851
359.94904	44568
359.96976	44537
359.99048	44196
360.0112	44620
360.03192	44633
360.05264	44402
360.07336	44071
360.09409	43931
360.11481	44134
360.13553	44509
360.15625	44424
360.17694	44192
360.19766	44159
360.21838	44318
360.23911	44012
360.25983	43969
360.28055	43948
360.30127	43507
360.32199	43102
360.34268	42845
360.3634	42737
360.38412	42651
360.40485	42563
360.42557	42201
360.44626	42259
360.46698	42075
360.4877	41983
360.50842	41971
360.52914	41697
360.54984	41782
360.57056	41879
360.59128	41660
360.612	42286
360.63269	42227
360.65341	42498
360.67413	42491
360.69485	42242
360.71555	42175
360.73627	41575
360.75699	41649
360.77768	41822
360.7984	41391
360.81912	41411
360.83981	41209
360.86053	40888
360.88126	40899
360.90195	40879
360.92267	40802
360.94339	41135
360.96408	41190
360.9848	41222
361.00552	40880
361.02621	40812
361.04694	40832
361.06763	41265
361.08835	41463
361.10907	41646
361.12976	41448
361.15048	41582
361.17117	41543
361.19189	41440
361.21259	41184
361.23331	41092
361.254	41341
361.27472	41205
361.29541	41104
361.31613	41399
