Date and Time:                Sat Jan 28 15:18:14.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         20
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              380
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



358.91272	348
358.93347	357
358.95419	351
358.97491	347
358.99567	351
359.01639	354
359.03711	351
359.05786	353
359.07858	353
359.0993	352
359.12003	351
359.14078	358
359.1615	353
359.18222	345
359.20294	347
359.22369	343
359.24442	351
359.26514	343
359.28586	356
359.30658	353
359.32733	343
359.34805	351
359.36877	346
359.3895	349
359.41022	346
359.43094	354
359.45169	352
359.47241	347
359.49313	342
359.51385	350
359.53458	346
359.5553	353
359.57602	353
359.59674	355
359.61749	349
359.63821	353
359.65894	344
359.67966	354
359.70038	343
359.7211	356
359.74182	350
359.76254	348
359.78326	343
359.80399	351
359.82471	350
359.84543	349
359.86615	351
359.88687	339
359.90759	356
359.92831	348
359.94904	348
359.96976	347
359.99048	352
360.0112	346
360.03192	348
360.05264	346
360.07336	344
360.09409	346
360.11481	351
360.13553	347
360.15625	351
360.17694	345
360.19766	355
360.21838	343
360.23911	349
360.25983	347
360.28055	351
360.30127	348
360.32199	350
360.34268	352
360.3634	352
360.38412	347
360.40485	348
360.42557	345
360.44626	348
360.46698	344
360.4877	344
360.50842	341
360.52914	340
360.54984	347
360.57056	342
360.59128	350
360.612	345
360.63269	349
360.65341	346
360.67413	338
360.69485	336
360.71555	346
360.73627	346
360.75699	348
360.77768	339
360.7984	348
360.81912	339
360.83981	344
360.86053	338
360.88126	334
360.90195	342
360.92267	344
360.94339	336
360.96408	344
360.9848	344
361.00552	340
361.02621	353
361.04694	347
361.06763	343
361.08835	344
361.10907	345
361.12976	341
361.15048	345
361.17117	349
361.19189	345
361.21259	350
361.23331	342
361.254	344
361.27472	343
361.29541	341
361.31613	347
361.33682	349
361.35754	343
361.37823	341
361.39896	340
361.41965	340
361.44037	338
361.46106	333
361.48178	346
361.50247	339
361.52319	343
361.54388	343
361.56458	336
361.5853	344
361.60599	335
361.62671	338
361.6474	340
361.66809	339
