Date and Time:                Thu Feb 2 16:57:17.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	308
261.39099	307
261.41223	311
261.4335	312
261.45474	305
261.47598	305
261.49722	309
261.51846	304
261.5397	303
261.56094	298
261.58218	300
261.60342	306
261.62466	315
261.6459	315
261.66718	303
261.68842	307
261.70966	305
261.7309	309
261.75214	306
261.77338	304
261.79462	306
261.81586	304
261.8371	310
261.85834	301
261.87958	307
261.90082	310
261.92206	311
261.9433	309
261.96454	304
261.98578	307
262.00702	302
262.02826	307
262.0495	305
262.07071	307
262.09195	304
262.11319	302
262.13443	303
262.15567	304
262.17691	304
262.19815	305
262.21939	307
262.24063	308
262.26187	302
262.28311	303
262.30432	303
262.32556	311
262.3468	313
262.36804	311
262.38928	306
262.41052	307
262.43176	307
262.45297	304
262.47421	302
262.49545	308
262.51669	308
262.53793	306
262.55917	305
262.58038	303
262.60162	302
262.62286	313
262.6441	308
262.66531	312
262.68655	306
262.70779	306
262.72903	307
262.75024	306
262.77148	310
262.79272	306
262.81396	303
262.83517	304
262.85641	306
262.87766	307
262.8989	305
262.9201	306
262.94135	307
262.96259	306
262.9838	294
263.00504	309
263.02628	306
263.04749	305
263.06873	305
263.08997	311
263.11118	309
263.13242	303
263.15366	301
263.17487	308
263.19611	308
263.21732	307
263.23856	306
263.2598	308
263.28101	302
263.30225	307
263.32346	307
263.3447	309
263.36594	306
263.38715	304
263.40839	304
263.4296	308
263.45084	307
263.47205	306
263.49329	303
263.51453	308
263.53574	304
263.55698	304
263.57819	308
263.59943	301
263.62064	304
263.64188	301
263.66309	305
263.68433	304
263.70554	304
263.72678	309
263.74799	303
263.7692	301
263.79044	306
263.81165	311
263.83289	304
263.8541	306
263.87534	309
263.89655	310
263.91779	301
263.939	307
263.96021	302
263.98145	307
264.00266	307
264.0239	309
264.0451	301
264.06631	307
264.08755	306
264.10876	301
264.12997	307
264.15121	311
264.17242	298
