Date and Time:                Thu Feb 2 16:55:40.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	6867
261.39099	6578
261.41223	6549
261.4335	6502
261.45474	6556
261.47598	6604
261.49722	6638
261.51846	6546
261.5397	6546
261.56094	6530
261.58218	6522
261.60342	6478
261.62466	6421
261.6459	6465
261.66718	6520
261.68842	6511
261.70966	6555
261.7309	6482
261.75214	6573
261.77338	6560
261.79462	6489
261.81586	6540
261.8371	6566
261.85834	6543
261.87958	6506
261.90082	6583
261.92206	6522
261.9433	6518
261.96454	6579
261.98578	6551
262.00702	6566
262.02826	6618
262.0495	6633
262.07071	6633
262.09195	6623
262.11319	6624
262.13443	6652
262.15567	6665
262.17691	6693
262.19815	6710
262.21939	6664
262.24063	6655
262.26187	6620
262.28311	6601
262.30432	6654
262.32556	6722
262.3468	6710
262.36804	6724
262.38928	6699
262.41052	6713
262.43176	6747
262.45297	6691
262.47421	6736
262.49545	6794
262.51669	6789
262.53793	6760
262.55917	6749
262.58038	6736
262.60162	6825
262.62286	6831
262.6441	6839
262.66531	6855
262.68655	6864
262.70779	6853
262.72903	6874
262.75024	6857
262.77148	6822
262.79272	6796
262.81396	6781
262.83517	6695
262.85641	6677
262.87766	6695
262.8989	6691
262.9201	6708
262.94135	6729
262.96259	6737
262.9838	6736
263.00504	6703
263.02628	6724
263.04749	6702
263.06873	6700
263.08997	6799
263.11118	6789
263.13242	6836
263.15366	6865
263.17487	6863
263.19611	6859
263.21732	6836
263.23856	6800
263.2598	6819
263.28101	6835
263.30225	6860
263.32346	6859
263.3447	6807
263.36594	6850
263.38715	6837
263.40839	6822
263.4296	6818
263.45084	6886
263.47205	6919
263.49329	6911
263.51453	6925
263.53574	6858
263.55698	6908
263.57819	6975
263.59943	7003
263.62064	7043
263.64188	7126
263.66309	7106
263.68433	7087
263.70554	7080
263.72678	7062
263.74799	7041
263.7692	7079
263.79044	7128
263.81165	7082
