Date and Time:                Thu Feb 2 16:59:34.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	6819
261.39099	6539
261.41223	6521
261.4335	6503
261.45474	6563
261.47598	6585
261.49722	6603
261.51846	6586
261.5397	6500
261.56094	6544
261.58218	6500
261.60342	6470
261.62466	6390
261.6459	6466
261.66718	6472
261.68842	6476
261.70966	6508
261.7309	6542
261.75214	6523
261.77338	6533
261.79462	6533
261.81586	6529
261.8371	6519
261.85834	6520
261.87958	6532
261.90082	6500
261.92206	6533
261.9433	6529
261.96454	6518
261.98578	6559
262.00702	6576
262.02826	6613
262.0495	6618
262.07071	6612
262.09195	6566
262.11319	6584
262.13443	6656
262.15567	6633
262.17691	6669
262.19815	6688
262.21939	6681
262.24063	6642
262.26187	6609
262.28311	6587
262.30432	6602
262.32556	6708
262.3468	6724
262.36804	6733
262.38928	6684
262.41052	6700
262.43176	6709
262.45297	6680
262.47421	6712
262.49545	6746
262.51669	6756
262.53793	6742
262.55917	6756
262.58038	6767
262.60162	6761
262.62286	6856
262.6441	6773
262.66531	6771
262.68655	6860
262.70779	6806
262.72903	6851
262.75024	6809
262.77148	6814
262.79272	6831
262.81396	6724
262.83517	6704
262.85641	6697
262.87766	6667
262.8989	6671
262.9201	6712
262.94135	6707
262.96259	6705
262.9838	6676
263.00504	6706
263.02628	6695
263.04749	6697
263.06873	6671
263.08997	6732
263.11118	6792
263.13242	6800
263.15366	6875
263.17487	6817
263.19611	6869
263.21732	6853
263.23856	6816
263.2598	6806
263.28101	6847
263.30225	6837
263.32346	6856
263.3447	6819
263.36594	6807
263.38715	6846
263.40839	6792
263.4296	6764
263.45084	6890
263.47205	6903
263.49329	6898
263.51453	6859
263.53574	6867
263.55698	6876
263.57819	6956
263.59943	6991
263.62064	7034
263.64188	7068
263.66309	7080
263.68433	7043
263.70554	7030
263.72678	7039
263.74799	7048
263.7692	7047
263.79044	7100
263.81165	7144
