Date and Time:                Thu Feb 2 16:59:40.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	6867
261.39099	6529
261.41223	6500
261.4335	6508
261.45474	6519
261.47598	6607
261.49722	6591
261.51846	6575
261.5397	6542
261.56094	6527
261.58218	6543
261.60342	6468
261.62466	6411
261.6459	6447
261.66718	6478
261.68842	6517
261.70966	6501
261.7309	6522
261.75214	6543
261.77338	6519
261.79462	6479
261.81586	6537
261.8371	6538
261.85834	6533
261.87958	6542
261.90082	6542
261.92206	6516
261.9433	6513
261.96454	6550
261.98578	6558
262.00702	6558
262.02826	6644
262.0495	6639
262.07071	6613
262.09195	6626
262.11319	6600
262.13443	6626
262.15567	6665
262.17691	6676
262.19815	6647
262.21939	6677
262.24063	6656
262.26187	6598
262.28311	6606
262.30432	6648
262.32556	6688
262.3468	6686
262.36804	6726
262.38928	6701
262.41052	6680
262.43176	6697
262.45297	6717
262.47421	6726
262.49545	6763
262.51669	6777
262.53793	6760
262.55917	6709
262.58038	6762
262.60162	6730
262.62286	6840
262.6441	6787
262.66531	6865
262.68655	6824
262.70779	6853
262.72903	6821
262.75024	6888
262.77148	6814
262.79272	6807
262.81396	6765
262.83517	6717
262.85641	6661
262.87766	6672
262.8989	6679
262.9201	6682
262.94135	6705
262.96259	6644
262.9838	6673
263.00504	6704
263.02628	6714
263.04749	6703
263.06873	6748
263.08997	6714
263.11118	6789
263.13242	6866
263.15366	6827
263.17487	6878
263.19611	6854
263.21732	6822
263.23856	6807
263.2598	6847
263.28101	6846
263.30225	6871
263.32346	6790
263.3447	6784
263.36594	6847
263.38715	6849
263.40839	6796
263.4296	6788
263.45084	6887
263.47205	6920
263.49329	6898
263.51453	6890
263.53574	6874
263.55698	6881
263.57819	6970
263.59943	6989
263.62064	7009
263.64188	7075
263.66309	7052
263.68433	7038
263.70554	7059
263.72678	7031
263.74799	6996
263.7692	7061
263.79044	7071
263.81165	7092
