Date and Time:                Thu Feb 2 16:56:49.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	307
261.39099	299
261.41223	309
261.4335	309
261.45474	303
261.47598	306
261.49722	313
261.51846	304
261.5397	308
261.56094	301
261.58218	310
261.60342	310
261.62466	306
261.6459	299
261.66718	308
261.68842	300
261.70966	311
261.7309	303
261.75214	306
261.77338	305
261.79462	298
261.81586	305
261.8371	309
261.85834	306
261.87958	304
261.90082	301
261.92206	303
261.9433	307
261.96454	309
261.98578	299
262.00702	304
262.02826	305
262.0495	304
262.07071	299
262.09195	305
262.11319	308
262.13443	307
262.15567	312
262.17691	305
262.19815	307
262.21939	307
262.24063	303
262.26187	307
262.28311	302
262.30432	301
262.32556	309
262.3468	308
262.36804	310
262.38928	305
262.41052	306
262.43176	296
262.45297	310
262.47421	308
262.49545	300
262.51669	310
262.53793	305
262.55917	302
262.58038	308
262.60162	306
262.62286	309
262.6441	307
262.66531	303
262.68655	302
262.70779	303
262.72903	298
262.75024	304
262.77148	306
262.79272	304
262.81396	310
262.83517	305
262.85641	306
262.87766	309
262.8989	303
262.9201	315
262.94135	310
262.96259	306
262.9838	306
263.00504	305
263.02628	303
263.04749	305
263.06873	307
263.08997	305
263.11118	307
263.13242	310
263.15366	306
263.17487	305
263.19611	302
263.21732	309
263.23856	308
263.2598	313
263.28101	308
263.30225	302
263.32346	303
263.3447	312
263.36594	301
263.38715	305
263.40839	307
263.4296	303
263.45084	307
263.47205	309
263.49329	302
263.51453	302
263.53574	305
263.55698	310
263.57819	306
263.59943	303
263.62064	301
263.64188	310
263.66309	305
263.68433	306
263.70554	306
263.72678	305
263.74799	308
263.7692	304
263.79044	306
263.81165	304
263.83289	301
263.8541	302
263.87534	303
263.89655	307
263.91779	307
263.939	302
263.96021	305
263.98145	304
264.00266	308
264.0239	308
264.0451	304
264.06631	303
264.08755	304
264.10876	307
264.12997	306
264.15121	307
264.17242	306
