Date and Time:                Thu Feb 2 17:00:40.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	303
261.39099	306
261.41223	296
261.4335	306
261.45474	298
261.47598	298
261.49722	294
261.51846	299
261.5397	299
261.56094	300
261.58218	299
261.60342	302
261.62466	304
261.6459	299
261.66718	302
261.68842	305
261.70966	304
261.7309	310
261.75214	300
261.77338	302
261.79462	300
261.81586	308
261.8371	304
261.85834	301
261.87958	304
261.90082	298
261.92206	305
261.9433	307
261.96454	302
261.98578	303
262.00702	308
262.02826	304
262.0495	305
262.07071	301
262.09195	303
262.11319	304
262.13443	299
262.15567	297
262.17691	301
262.19815	297
262.21939	298
262.24063	302
262.26187	300
262.28311	300
262.30432	302
262.32556	302
262.3468	297
262.36804	297
262.38928	305
262.41052	303
262.43176	302
262.45297	299
262.47421	300
262.49545	300
262.51669	306
262.53793	301
262.55917	303
262.58038	299
262.60162	304
262.62286	299
262.6441	298
262.66531	301
262.68655	305
262.70779	309
262.72903	304
262.75024	304
262.77148	304
262.79272	301
262.81396	299
262.83517	303
262.85641	302
262.87766	302
262.8989	299
262.9201	303
262.94135	305
262.96259	304
262.9838	303
263.00504	309
263.02628	302
263.04749	298
263.06873	305
263.08997	299
263.11118	304
263.13242	300
263.15366	308
263.17487	305
263.19611	304
263.21732	300
263.23856	303
263.2598	310
263.28101	299
263.30225	302
263.32346	297
263.3447	296
263.36594	301
263.38715	304
263.40839	300
263.4296	306
263.45084	297
263.47205	304
263.49329	297
263.51453	307
263.53574	308
263.55698	302
263.57819	308
263.59943	305
263.62064	304
263.64188	311
263.66309	297
263.68433	303
263.70554	301
263.72678	307
263.74799	298
263.7692	304
263.79044	300
263.81165	303
263.83289	304
263.8541	302
263.87534	300
263.89655	301
263.91779	305
263.939	300
263.96021	300
263.98145	304
264.00266	300
264.0239	300
264.0451	295
264.06631	302
264.08755	298
264.10876	303
264.12997	300
264.15121	302
264.17242	299
