Date and Time:                Thu Feb 2 16:58:32.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	304
261.39099	302
261.41223	309
261.4335	307
261.45474	307
261.47598	310
261.49722	300
261.51846	309
261.5397	304
261.56094	308
261.58218	300
261.60342	302
261.62466	304
261.6459	309
261.66718	302
261.68842	302
261.70966	307
261.7309	306
261.75214	310
261.77338	307
261.79462	306
261.81586	305
261.8371	305
261.85834	305
261.87958	306
261.90082	306
261.92206	302
261.9433	301
261.96454	307
261.98578	305
262.00702	305
262.02826	306
262.0495	309
262.07071	305
262.09195	307
262.11319	302
262.13443	310
262.15567	306
262.17691	308
262.19815	307
262.21939	305
262.24063	303
262.26187	307
262.28311	302
262.30432	306
262.32556	307
262.3468	305
262.36804	296
262.38928	307
262.41052	302
262.43176	302
262.45297	305
262.47421	302
262.49545	307
262.51669	307
262.53793	301
262.55917	302
262.58038	304
262.60162	306
262.62286	305
262.6441	314
262.66531	304
262.68655	311
262.70779	307
262.72903	305
262.75024	305
262.77148	303
262.79272	307
262.81396	305
262.83517	305
262.85641	306
262.87766	305
262.8989	310
262.9201	304
262.94135	304
262.96259	302
262.9838	301
263.00504	303
263.02628	305
263.04749	307
263.06873	305
263.08997	309
263.11118	305
263.13242	305
263.15366	301
263.17487	311
263.19611	303
263.21732	299
263.23856	302
263.2598	306
263.28101	312
263.30225	307
263.32346	304
263.3447	310
263.36594	305
263.38715	301
263.40839	308
263.4296	306
263.45084	305
263.47205	305
263.49329	303
263.51453	304
263.53574	313
263.55698	302
263.57819	308
263.59943	300
263.62064	309
263.64188	302
263.66309	303
263.68433	304
263.70554	302
263.72678	308
263.74799	309
263.7692	303
263.79044	306
263.81165	305
263.83289	298
263.8541	305
263.87534	308
263.89655	306
263.91779	309
263.939	302
263.96021	305
263.98145	308
264.00266	306
264.0239	304
264.0451	301
264.06631	306
264.08755	306
264.10876	306
264.12997	311
264.15121	307
264.17242	303
