Date and Time:                Thu Feb 2 16:57:57.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	309
261.39099	308
261.41223	308
261.4335	303
261.45474	304
261.47598	309
261.49722	308
261.51846	308
261.5397	308
261.56094	300
261.58218	311
261.60342	304
261.62466	297
261.6459	304
261.66718	304
261.68842	299
261.70966	310
261.7309	303
261.75214	306
261.77338	305
261.79462	307
261.81586	305
261.8371	309
261.85834	309
261.87958	304
261.90082	311
261.92206	310
261.9433	304
261.96454	309
261.98578	307
262.00702	311
262.02826	301
262.0495	300
262.07071	306
262.09195	308
262.11319	306
262.13443	305
262.15567	306
262.17691	309
262.19815	305
262.21939	305
262.24063	304
262.26187	309
262.28311	305
262.30432	310
262.32556	304
262.3468	306
262.36804	308
262.38928	310
262.41052	299
262.43176	300
262.45297	307
262.47421	309
262.49545	307
262.51669	306
262.53793	304
262.55917	305
262.58038	309
262.60162	307
262.62286	304
262.6441	307
262.66531	305
262.68655	299
262.70779	309
262.72903	303
262.75024	302
262.77148	303
262.79272	300
262.81396	310
262.83517	306
262.85641	312
262.87766	306
262.8989	304
262.9201	308
262.94135	303
262.96259	308
262.9838	304
263.00504	308
263.02628	306
263.04749	299
263.06873	307
263.08997	308
263.11118	310
263.13242	304
263.15366	304
263.17487	312
263.19611	305
263.21732	309
263.23856	305
263.2598	304
263.28101	301
263.30225	305
263.32346	303
263.3447	304
263.36594	305
263.38715	309
263.40839	301
263.4296	303
263.45084	309
263.47205	299
263.49329	308
263.51453	311
263.53574	308
263.55698	302
263.57819	302
263.59943	305
263.62064	305
263.64188	304
263.66309	306
263.68433	308
263.70554	304
263.72678	306
263.74799	300
263.7692	307
263.79044	308
263.81165	301
263.83289	299
263.8541	306
263.87534	311
263.89655	303
263.91779	307
263.939	299
263.96021	305
263.98145	309
264.00266	304
264.0239	303
264.0451	301
264.06631	306
264.08755	310
264.10876	304
264.12997	305
264.15121	302
264.17242	304
