Date and Time:                Thu Feb 2 16:59:46.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	6824
261.39099	6503
261.41223	6486
261.4335	6545
261.45474	6539
261.47598	6592
261.49722	6624
261.51846	6564
261.5397	6524
261.56094	6521
261.58218	6491
261.60342	6444
261.62466	6450
261.6459	6451
261.66718	6465
261.68842	6518
261.70966	6459
261.7309	6478
261.75214	6543
261.77338	6519
261.79462	6505
261.81586	6526
261.8371	6558
261.85834	6556
261.87958	6509
261.90082	6540
261.92206	6563
261.9433	6533
261.96454	6537
261.98578	6541
262.00702	6518
262.02826	6624
262.0495	6598
262.07071	6585
262.09195	6564
262.11319	6611
262.13443	6648
262.15567	6637
262.17691	6668
262.19815	6670
262.21939	6634
262.24063	6654
262.26187	6656
262.28311	6626
262.30432	6649
262.32556	6694
262.3468	6720
262.36804	6722
262.38928	6729
262.41052	6699
262.43176	6703
262.45297	6688
262.47421	6695
262.49545	6776
262.51669	6772
262.53793	6727
262.55917	6745
262.58038	6786
262.60162	6783
262.62286	6817
262.6441	6833
262.66531	6779
262.68655	6825
262.70779	6809
262.72903	6821
262.75024	6822
262.77148	6805
262.79272	6797
262.81396	6763
262.83517	6710
262.85641	6665
262.87766	6683
262.8989	6672
262.9201	6674
262.94135	6670
262.96259	6720
262.9838	6700
263.00504	6698
263.02628	6710
263.04749	6714
263.06873	6738
263.08997	6732
263.11118	6768
263.13242	6795
263.15366	6827
263.17487	6861
263.19611	6868
263.21732	6847
263.23856	6803
263.2598	6821
263.28101	6866
263.30225	6856
263.32346	6845
263.3447	6807
263.36594	6842
263.38715	6816
263.40839	6802
263.4296	6818
263.45084	6878
263.47205	6893
263.49329	6909
263.51453	6830
263.53574	6911
263.55698	6896
263.57819	6957
263.59943	6966
263.62064	7028
263.64188	7060
263.66309	7084
263.68433	7060
263.70554	7007
263.72678	7028
263.74799	6993
263.7692	7068
263.79044	7134
263.81165	7077
