Date and Time:                Mon Jan 30 18:12:51.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	406
167.94989	397
167.97154	393
167.99321	399
168.01486	404
168.03653	392
168.05818	399
168.07983	392
168.1015	388
168.12315	386
168.14481	389
168.16647	411
168.18813	395
168.20978	397
168.23145	392
168.2531	394
168.27475	396
168.2964	384
168.31807	405
168.33972	395
168.36137	391
168.38303	394
168.40469	408
168.42635	389
168.448	389
168.46965	394
168.4913	394
168.51297	386
168.53462	382
168.55627	388
168.57793	383
168.59958	392
168.62123	386
168.64288	386
168.66454	394
168.68619	396
168.70786	395
168.72951	390
168.75116	392
168.77281	398
168.79446	388
168.81612	385
168.83777	384
168.85942	384
168.88107	389
168.90273	399
168.92438	389
168.94603	382
168.96768	394
168.98933	383
169.01099	378
169.03264	389
169.05428	385
169.07593	393
169.09758	395
169.11923	390
169.14088	393
169.16254	409
169.18419	393
169.20584	385
169.22749	382
169.24913	382
169.27078	406
169.29243	384
169.31409	383
169.33574	377
169.35738	381
169.37903	393
169.40068	398
169.42233	388
169.44397	382
169.46562	389
169.48727	394
169.50893	382
169.53056	387
169.55222	391
169.57387	386
169.5955	382
169.61716	377
169.63881	379
169.66045	374
169.6821	382
169.70375	380
169.72539	383
169.74704	377
169.76868	381
169.79033	378
169.81198	384
169.83362	379
169.85527	393
169.87691	383
169.89856	373
169.9202	381
169.94185	381
169.96349	370
169.98514	369
170.00677	384
170.02843	382
170.05006	378
170.07172	372
170.09335	376
170.11501	366
170.13664	366
170.15829	385
170.17993	371
170.20157	372
170.22322	364
170.24486	380
170.26649	384
170.28815	393
170.30978	371
170.33144	383
170.35307	376
170.37471	365
170.39636	373
170.418	379
170.43964	368
170.46127	382
170.48293	375
170.50456	381
170.5262	374
170.54784	378
170.56949	374
170.59113	384
170.61276	370
170.6344	386
170.65604	380
170.67769	369
170.69933	372
170.72096	383
170.7426	377
170.76424	371
170.78587	363
170.80753	365
