Date and Time:                Mon Jan 30 18:05:07.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	1425
167.94989	1391
167.97154	1387
167.99321	1396
168.01486	1375
168.03653	1399
168.05818	1399
168.07983	1402
168.1015	1394
168.12315	1392
168.14481	1396
168.16647	1387
168.18813	1395
168.20978	1385
168.23145	1387
168.2531	1385
168.27475	1379
168.2964	1390
168.31807	1413
168.33972	1393
168.36137	1399
168.38303	1391
168.40469	1375
168.42635	1391
168.448	1398
168.46965	1385
168.4913	1398
168.51297	1389
168.53462	1383
168.55627	1391
168.57793	1390
168.59958	1380
168.62123	1385
168.64288	1378
168.66454	1373
168.68619	1394
168.70786	1374
168.72951	1397
168.75116	1386
168.77281	1387
168.79446	1385
168.81612	1380
168.83777	1391
168.85942	1368
168.88107	1393
168.90273	1382
168.92438	1389
168.94603	1396
168.96768	1381
168.98933	1378
169.01099	1403
169.03264	1382
169.05428	1392
169.07593	1398
169.09758	1380
169.11923	1407
169.14088	1401
169.16254	1401
169.18419	1371
169.20584	1402
169.22749	1398
169.24913	1404
169.27078	1397
169.29243	1381
169.31409	1405
169.33574	1381
169.35738	1394
169.37903	1392
169.40068	1372
169.42233	1383
169.44397	1400
169.46562	1387
169.48727	1384
169.50893	1378
169.53056	1389
169.55222	1391
169.57387	1386
169.5955	1381
169.61716	1403
169.63881	1379
169.66045	1387
169.6821	1398
169.70375	1383
169.72539	1400
169.74704	1397
169.76868	1394
169.79033	1403
169.81198	1397
169.83362	1400
169.85527	1391
169.87691	1416
169.89856	1376
169.9202	1394
169.94185	1380
169.96349	1389
169.98514	1378
170.00677	1397
170.02843	1383
170.05006	1404
170.07172	1400
170.09335	1396
170.11501	1374
170.13664	1385
170.15829	1404
170.17993	1388
170.20157	1406
170.22322	1398
170.24486	1378
170.26649	1391
170.28815	1408
170.30978	1409
170.33144	1388
170.35307	1393
170.37471	1388
170.39636	1384
170.418	1380
170.43964	1388
