Date and Time:                Mon Jan 30 18:05:39.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	1433
167.94989	1363
167.97154	1381
167.99321	1365
168.01486	1387
168.03653	1385
168.05818	1396
168.07983	1390
168.1015	1394
168.12315	1379
168.14481	1393
168.16647	1387
168.18813	1382
168.20978	1379
168.23145	1388
168.2531	1387
168.27475	1371
168.2964	1389
168.31807	1390
168.33972	1389
168.36137	1395
168.38303	1382
168.40469	1401
168.42635	1389
168.448	1375
168.46965	1395
168.4913	1382
168.51297	1383
168.53462	1381
168.55627	1395
168.57793	1381
168.59958	1389
168.62123	1374
168.64288	1377
168.66454	1379
168.68619	1392
168.70786	1375
168.72951	1387
168.75116	1382
168.77281	1399
168.79446	1388
168.81612	1384
168.83777	1378
168.85942	1383
168.88107	1378
168.90273	1381
168.92438	1407
168.94603	1393
168.96768	1379
168.98933	1373
169.01099	1402
169.03264	1376
169.05428	1389
169.07593	1406
169.09758	1368
169.11923	1402
169.14088	1388
169.16254	1386
169.18419	1392
169.20584	1382
169.22749	1387
169.24913	1392
169.27078	1400
169.29243	1380
169.31409	1382
169.33574	1389
169.35738	1380
169.37903	1388
169.40068	1391
169.42233	1384
169.44397	1387
169.46562	1373
169.48727	1385
169.50893	1380
169.53056	1373
169.55222	1403
169.57387	1387
169.5955	1382
169.61716	1385
169.63881	1382
169.66045	1386
169.6821	1387
169.70375	1390
169.72539	1400
169.74704	1383
169.76868	1381
169.79033	1407
169.81198	1384
169.83362	1387
169.85527	1390
169.87691	1383
169.89856	1367
169.9202	1394
169.94185	1387
169.96349	1392
169.98514	1383
170.00677	1385
170.02843	1383
170.05006	1388
170.07172	1381
170.09335	1374
170.11501	1373
170.13664	1387
170.15829	1399
170.17993	1395
170.20157	1387
170.22322	1384
170.24486	1404
170.26649	1392
170.28815	1403
170.30978	1381
170.33144	1402
170.35307	1381
170.37471	1386
170.39636	1394
170.418	1396
170.43964	1394
