Date and Time:                Mon Jan 30 18:10:12.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	322
167.94989	325
167.97154	318
167.99321	318
168.01486	322
168.03653	327
168.05818	317
168.07983	323
168.1015	320
168.12315	317
168.14481	323
168.16647	322
168.18813	318
168.20978	322
168.23145	318
168.2531	325
168.27475	318
168.2964	326
168.31807	322
168.33972	320
168.36137	322
168.38303	312
168.40469	316
168.42635	319
168.448	323
168.46965	324
168.4913	316
168.51297	325
168.53462	325
168.55627	320
168.57793	319
168.59958	320
168.62123	319
168.64288	324
168.66454	321
168.68619	324
168.70786	321
168.72951	317
168.75116	319
168.77281	323
168.79446	317
168.81612	321
168.83777	316
168.85942	316
168.88107	325
168.90273	325
168.92438	324
168.94603	323
168.96768	324
168.98933	315
169.01099	320
169.03264	319
169.05428	318
169.07593	320
169.09758	319
169.11923	311
169.14088	319
169.16254	326
169.18419	326
169.20584	325
169.22749	328
169.24913	317
169.27078	325
169.29243	319
169.31409	323
169.33574	319
169.35738	318
169.37903	317
169.40068	321
169.42233	318
169.44397	321
169.46562	322
169.48727	323
169.50893	317
169.53056	318
169.55222	320
169.57387	321
169.5955	315
169.61716	326
169.63881	320
169.66045	311
169.6821	322
169.70375	318
169.72539	321
169.74704	315
169.76868	317
169.79033	318
169.81198	311
169.83362	315
169.85527	325
169.87691	317
169.89856	317
169.9202	317
169.94185	315
169.96349	322
169.98514	316
170.00677	323
170.02843	319
170.05006	311
170.07172	316
170.09335	318
170.11501	318
170.13664	321
170.15829	307
170.17993	320
170.20157	323
170.22322	320
170.24486	316
170.26649	320
170.28815	321
170.30978	308
170.33144	313
170.35307	317
170.37471	322
170.39636	318
170.418	322
170.43964	313
170.46127	317
170.48293	318
170.50456	320
170.5262	315
170.54784	318
170.56949	318
170.59113	318
170.61276	315
170.6344	314
170.65604	315
170.67769	310
170.69933	317
170.72096	315
170.7426	318
170.76424	320
170.78587	312
170.80753	317
